"province_name","province_code","county_name","county_code","age_group","male","female"
"خوزستان","06","هندیجان","0618","65-69",348,492
"خوزستان","06","هندیجان","0618","70-74",180,308
"خوزستان","06","هندیجان","0618","75-79",190,248
"خوزستان","06","هندیجان","0618","80-84",147,129
"خوزستان","06","هندیجان","0618","85-89",86,81
"خوزستان","06","هندیجان","0618","90-94",29,18
"خوزستان","06","هندیجان","0618","95-99",4,4
"خوزستان","06","هندیجان","0618",">100",1,1
"خوزستان","06","رامشیر","0619","0-4",3237,3071
"خوزستان","06","رامشیر","0619","5-9",2908,2763
"خوزستان","06","رامشیر","0619","10-14",2354,2171
"خوزستان","06","رامشیر","0619","15-19",2184,1939
"خوزستان","06","رامشیر","0619","20-24",2761,2354
"خوزستان","06","رامشیر","0619","25-29",3030,2866
"خوزستان","06","رامشیر","0619","30-34",2775,2640
"خوزستان","06","رامشیر","0619","35-39",2247,2221
"خوزستان","06","رامشیر","0619","40-44",1590,1641
"خوزستان","06","رامشیر","0619","45-49",1235,1283
"خوزستان","06","رامشیر","0619","50-54",838,936
"خوزستان","06","رامشیر","0619","55-59",742,790
"خوزستان","06","رامشیر","0619","60-64",541,698
"خوزستان","06","رامشیر","0619","65-69",292,546
"خوزستان","06","رامشیر","0619","70-74",190,295
"خوزستان","06","رامشیر","0619","75-79",199,171
"خوزستان","06","رامشیر","0619","80-84",151,126
"خوزستان","06","رامشیر","0619","85-89",77,77
"خوزستان","06","رامشیر","0619","90-94",22,30
"خوزستان","06","رامشیر","0619","95-99",3,3
"خوزستان","06","رامشیر","0619",">100",5,2
"خوزستان","06","گتوند","0620","0-4",3762,3402
"خوزستان","06","گتوند","0620","5-9",3126,2908
"خوزستان","06","گتوند","0620","10-14",2769,2574
"خوزستان","06","گتوند","0620","15-19",2341,2214
"خوزستان","06","گتوند","0620","20-24",2970,2754
"خوزستان","06","گتوند","0620","25-29",3770,3423
"خوزستان","06","گتوند","0620","30-34",3493,3207
"خوزستان","06","گتوند","0620","35-39",2913,2672
"خوزستان","06","گتوند","0620","40-44",2295,2211
"خوزستان","06","گتوند","0620","45-49",1696,1546
"خوزستان","06","گتوند","0620","50-54",1235,1160
"خوزستان","06","گتوند","0620","55-59",1083,1072
"خوزستان","06","گتوند","0620","60-64",676,906
"خوزستان","06","گتوند","0620","65-69",441,585
"خوزستان","06","گتوند","0620","70-74",312,385
"خوزستان","06","گتوند","0620","75-79",357,308
"خوزستان","06","گتوند","0620","80-84",309,230
"خوزستان","06","گتوند","0620","85-89",160,99
"خوزستان","06","گتوند","0620","90-94",39,39
"خوزستان","06","گتوند","0620","95-99",3,15
"خوزستان","06","گتوند","0620",">100",3,5
"خوزستان","06","اندیکا","0621","0-4",2808,2646
"خوزستان","06","اندیکا","0621","5-9",2532,2417
"خوزستان","06","اندیکا","0621","10-14",2360,2335
"خوزستان","06","اندیکا","0621","15-19",2292,2131
"خوزستان","06","اندیکا","0621","20-24",2479,2285
"خوزستان","06","اندیکا","0621","25-29",2283,2164
"خوزستان","06","اندیکا","0621","30-34",1928,1887
"خوزستان","06","اندیکا","0621","35-39",1540,1576
"خوزستان","06","اندیکا","0621","40-44",1364,1385
"خوزستان","06","اندیکا","0621","45-49",1052,1079
"خوزستان","06","اندیکا","0621","50-54",782,817
"خوزستان","06","اندیکا","0621","55-59",856,796
"خوزستان","06","اندیکا","0621","60-64",565,657
"خوزستان","06","اندیکا","0621","65-69",446,445
"خوزستان","06","اندیکا","0621","70-74",204,217
"خوزستان","06","اندیکا","0621","75-79",273,206
"خوزستان","06","اندیکا","0621","80-84",294,177
"خوزستان","06","اندیکا","0621","85-89",164,96
"خوزستان","06","اندیکا","0621","90-94",33,40
"خوزستان","06","اندیکا","0621","95-99",5,8
"خوزستان","06","اندیکا","0621",">100",1,4
"خوزستان","06","هفتگل","0622","0-4",1111,1032
"خوزستان","06","هفتگل","0622","5-9",1009,1040
"خوزستان","06","هفتگل","0622","10-14",880,805
"خوزستان","06","هفتگل","0622","15-19",825,798
"خوزستان","06","هفتگل","0622","20-24",988,902
"خوزستان","06","هفتگل","0622","25-29",1193,1133
"خوزستان","06","هفتگل","0622","30-34",1178,1082
"خوزستان","06","هفتگل","0622","35-39",920,922
"خوزستان","06","هفتگل","0622","40-44",746,732
"خوزستان","06","هفتگل","0622","45-49",641,632
"خوزستان","06","هفتگل","0622","50-54",421,453
"خوزستان","06","هفتگل","0622","55-59",380,362
"خوزستان","06","هفتگل","0622","60-64",310,339
"خوزستان","06","هفتگل","0622","65-69",179,266
"خوزستان","06","هفتگل","0622","70-74",104,141
"خوزستان","06","هفتگل","0622","75-79",126,140
"خوزستان","06","هفتگل","0622","80-84",116,88
"خوزستان","06","هفتگل","0622","85-89",51,41
"خوزستان","06","هفتگل","0622","90-94",13,14
"خوزستان","06","هفتگل","0622","95-99",1,2
"خوزستان","06","هفتگل","0622",">100",1,2
"خوزستان","06","هویزه","0623","0-4",2767,2551
"خوزستان","06","هویزه","0623","5-9",2134,2056
"خوزستان","06","هویزه","0623","10-14",1908,1803
"خوزستان","06","هویزه","0623","15-19",1829,1688
"خوزستان","06","هویزه","0623","20-24",2134,1836
"خوزستان","06","هویزه","0623","25-29",2232,1999
"خوزستان","06","هویزه","0623","30-34",1861,1593
"خوزستان","06","هویزه","0623","35-39",1426,1342
"خوزستان","06","هویزه","0623","40-44",1050,948
"خوزستان","06","هویزه","0623","45-49",772,791
"خوزستان","06","هویزه","0623","50-54",647,628
"خوزستان","06","هویزه","0623","55-59",477,486
"خوزستان","06","هویزه","0623","60-64",309,326
"خوزستان","06","هویزه","0623","65-69",172,262
"خوزستان","06","هویزه","0623","70-74",140,152
"خوزستان","06","هویزه","0623","75-79",132,149
"خوزستان","06","هویزه","0623","80-84",89,81
"خوزستان","06","هویزه","0623","85-89",34,45
"خوزستان","06","هویزه","0623","90-94",10,18
"خوزستان","06","هویزه","0623","95-99",2,5
"خوزستان","06","هویزه","0623",">100",2,0
"خوزستان","06","باوی","0624","0-4",6201,5906
"خوزستان","06","باوی","0624","5-9",5589,5352
"خوزستان","06","باوی","0624","10-14",4391,4294
"خوزستان","06","باوی","0624","15-19",3707,3733
"خوزستان","06","باوی","0624","20-24",4302,4518
"خوزستان","06","باوی","0624","25-29",5013,4781
"خوزستان","06","باوی","0624","30-34",4742,4643
"خوزستان","06","باوی","0624","35-39",3927,3997
"خوزستان","06","باوی","0624","40-44",3082,2804
"خوزستان","06","باوی","0624","45-49",2366,2056
"خوزستان","06","باوی","0624","50-54",1584,1486
"خوزستان","06","باوی","0624","55-59",1236,1296
"خوزستان","06","باوی","0624","60-64",885,1075
"خوزستان","06","باوی","0624","65-69",584,723
"خوزستان","06","باوی","0624","70-74",359,436
"خوزستان","06","باوی","0624","75-79",360,360
"خوزستان","06","باوی","0624","80-84",194,193
"خوزستان","06","باوی","0624","85-89",100,95
"خوزستان","06","باوی","0624","90-94",33,42
"خوزستان","06","باوی","0624","95-99",5,22
"خوزستان","06","باوی","0624",">100",2,10
"خوزستان","06","حمیدیه","0625","0-4",3837,3565
"خوزستان","06","حمیدیه","0625","5-9",3124,2967
"خوزستان","06","حمیدیه","0625","10-14",2528,2368
"خوزستان","06","حمیدیه","0625","15-19",2428,2198
"خوزستان","06","حمیدیه","0625","20-24",2629,2621
"خوزستان","06","حمیدیه","0625","25-29",3129,2995
"خوزستان","06","حمیدیه","0625","30-34",2622,2434
"خوزستان","06","حمیدیه","0625","35-39",1953,1898
"خوزستان","06","حمیدیه","0625","40-44",1515,1406
"خوزستان","06","حمیدیه","0625","45-49",1072,1018
"خوزستان","06","حمیدیه","0625","50-54",777,806
"خوزستان","06","حمیدیه","0625","55-59",686,621
"خوزستان","06","حمیدیه","0625","60-64",464,463
"خوزستان","06","حمیدیه","0625","65-69",252,306
"خوزستان","06","حمیدیه","0625","70-74",175,216
"خوزستان","06","حمیدیه","0625","75-79",136,128
"خوزستان","06","حمیدیه","0625","80-84",124,86
"خوزستان","06","حمیدیه","0625","85-89",87,59
"خوزستان","06","حمیدیه","0625","90-94",20,22
"خوزستان","06","حمیدیه","0625","95-99",4,8
"خوزستان","06","حمیدیه","0625",">100",1,14
"خوزستان","06","آغاجاری","0626","0-4",905,868
"خوزستان","06","آغاجاری","0626","5-9",809,792
"خوزستان","06","آغاجاری","0626","10-14",689,670
"خوزستان","06","آغاجاری","0626","15-19",605,616
"خوزستان","06","آغاجاری","0626","20-24",745,761
"خوزستان","06","آغاجاری","0626","25-29",979,941
"خوزستان","06","آغاجاری","0626","30-34",911,947
"خوزستان","06","آغاجاری","0626","35-39",731,731
"خوزستان","06","آغاجاری","0626","40-44",536,604
"خوزستان","06","آغاجاری","0626","45-49",468,523
"خوزستان","06","آغاجاری","0626","50-54",340,343
"خوزستان","06","آغاجاری","0626","55-59",328,359
"خوزستان","06","آغاجاری","0626","60-64",265,280
"خوزستان","06","آغاجاری","0626","65-69",141,202
"خوزستان","06","آغاجاری","0626","70-74",77,99
"خوزستان","06","آغاجاری","0626","75-79",81,89
"خوزستان","06","آغاجاری","0626","80-84",63,67
"خوزستان","06","آغاجاری","0626","85-89",34,32
"خوزستان","06","آغاجاری","0626","90-94",4,16
"خوزستان","06","آغاجاری","0626","95-99",1,1
"خوزستان","06","آغاجاری","0626",">100",0,1
"خوزستان","06","کارون","0627","0-4",6482,6179
"خوزستان","06","کارون","0627","5-9",6064,5859
"خوزستان","06","کارون","0627","10-14",4851,4571
"خوزستان","06","کارون","0627","15-19",4397,3996
"خوزستان","06","کارون","0627","20-24",5508,4952
"خوزستان","06","کارون","0627","25-29",5666,5412
"خوزستان","06","کارون","0627","30-34",5239,5031
"خوزستان","06","کارون","0627","35-39",4304,4252
"خوزستان","06","کارون","0627","40-44",3130,3150
"خوزستان","06","کارون","0627","45-49",2383,2412
"خوزستان","06","کارون","0627","50-54",1832,1829
"خوزستان","06","کارون","0627","55-59",1429,1419
"خوزستان","06","کارون","0627","60-64",1027,1086
"خوزستان","06","کارون","0627","65-69",588,737
"خوزستان","06","کارون","0627","70-74",382,423
"خوزستان","06","کارون","0627","75-79",292,264
"خوزستان","06","کارون","0627","80-84",237,185
"خوزستان","06","کارون","0627","85-89",109,93
"خوزستان","06","کارون","0627","90-94",38,39
"خوزستان","06","کارون","0627","95-99",4,11
"خوزستان","06","کارون","0627",">100",2,8
"فارس","07","آباده","0701","0-4",4142,3714
"فارس","07","آباده","0701","5-9",3762,3626
"فارس","07","آباده","0701","10-14",3209,3295
"فارس","07","آباده","0701","15-19",3443,3080
"فارس","07","آباده","0701","20-24",4130,3594
"فارس","07","آباده","0701","25-29",4753,4638
"فارس","07","آباده","0701","30-34",5217,5100
"فارس","07","آباده","0701","35-39",4474,4381
"فارس","07","آباده","0701","40-44",3521,3568
"فارس","07","آباده","0701","45-49",3321,3358
"فارس","07","آباده","0701","50-54",2907,2781
"فارس","07","آباده","0701","55-59",2472,2367
"فارس","07","آباده","0701","60-64",1742,1949
"فارس","07","آباده","0701","65-69",1147,1317
"فارس","07","آباده","0701","70-74",881,1092
"فارس","07","آباده","0701","75-79",771,880
"فارس","07","آباده","0701","80-84",640,600
"فارس","07","آباده","0701","85-89",302,345
"فارس","07","آباده","0701","90-94",131,132
"فارس","07","آباده","0701","95-99",24,14
"فارس","07","آباده","0701",">100",2,9
"فارس","07","استهبان","0702","0-4",2948,2909
"فارس","07","استهبان","0702","5-9",2688,2626
"فارس","07","استهبان","0702","10-14",2354,2250
"فارس","07","استهبان","0702","15-19",2541,2343
"فارس","07","استهبان","0702","20-24",2817,2761
"فارس","07","استهبان","0702","25-29",3784,3406
"فارس","07","استهبان","0702","30-34",3906,3775
"فارس","07","استهبان","0702","35-39",2895,2882
"فارس","07","استهبان","0702","40-44",2426,2188
"فارس","07","استهبان","0702","45-49",2052,1942
"فارس","07","استهبان","0702","50-54",1760,1643
"فارس","07","استهبان","0702","55-59",1585,1435
"فارس","07","استهبان","0702","60-64",1137,1184
"فارس","07","استهبان","0702","65-69",593,817
"فارس","07","استهبان","0702","70-74",454,571
"فارس","07","استهبان","0702","75-79",395,448
"فارس","07","استهبان","0702","80-84",355,362
"فارس","07","استهبان","0702","85-89",222,211
"فارس","07","استهبان","0702","90-94",83,75
"فارس","07","استهبان","0702","95-99",3,17
"فارس","07","استهبان","0702",">100",3,4
"فارس","07","اقلید","0703","0-4",3982,3708
"فارس","07","اقلید","0703","5-9",3800,3464
"فارس","07","اقلید","0703","10-14",3264,3202
"فارس","07","اقلید","0703","15-19",3326,3378
"فارس","07","اقلید","0703","20-24",4107,3655
"فارس","07","اقلید","0703","25-29",4895,4417
"فارس","07","اقلید","0703","30-34",4799,4530
"فارس","07","اقلید","0703","35-39",4032,4189
"فارس","07","اقلید","0703","40-44",3496,3450
"فارس","07","اقلید","0703","45-49",2910,2870
"فارس","07","اقلید","0703","50-54",2336,2300
"فارس","07","اقلید","0703","55-59",1998,2088
"فارس","07","اقلید","0703","60-64",1483,1726
"فارس","07","اقلید","0703","65-69",932,1206
"فارس","07","اقلید","0703","70-74",639,697
"فارس","07","اقلید","0703","75-79",580,497
"فارس","07","اقلید","0703","80-84",548,391
"فارس","07","اقلید","0703","85-89",354,250
"فارس","07","اقلید","0703","90-94",126,92
"فارس","07","اقلید","0703","95-99",23,14
"فارس","07","اقلید","0703",">100",5,4
"فارس","07","جهرم","0704","0-4",9712,8940
"فارس","07","جهرم","0704","5-9",8509,8235
"فارس","07","جهرم","0704","10-14",7807,7349
"فارس","07","جهرم","0704","15-19",8495,7123
"فارس","07","جهرم","0704","20-24",10421,9188
"فارس","07","جهرم","0704","25-29",13538,11454
"فارس","07","جهرم","0704","30-34",13764,12523
"فارس","07","جهرم","0704","35-39",10346,9683
"فارس","07","جهرم","0704","40-44",7489,7049
"فارس","07","جهرم","0704","45-49",6868,6309
"فارس","07","جهرم","0704","50-54",5629,5441
"فارس","07","جهرم","0704","55-59",5014,4677
"فارس","07","جهرم","0704","60-64",3771,3787
"فارس","07","جهرم","0704","65-69",2698,2867
"فارس","07","جهرم","0704","70-74",1417,1538
"فارس","07","جهرم","0704","75-79",1502,1471
"فارس","07","جهرم","0704","80-84",1120,971
"فارس","07","جهرم","0704","85-89",740,601
"فارس","07","جهرم","0704","90-94",221,198
"فارس","07","جهرم","0704","95-99",24,29
"فارس","07","جهرم","0704",">100",5,9
"فارس","07","داراب","0705","0-4",10231,9395
"فارس","07","داراب","0705","5-9",9032,8539
"فارس","07","داراب","0705","10-14",8061,7571
"فارس","07","داراب","0705","15-19",7080,6758
"فارس","07","داراب","0705","20-24",8196,7958
"فارس","07","داراب","0705","25-29",11682,10966
"فارس","07","داراب","0705","30-34",11294,10666
"فارس","07","داراب","0705","35-39",9316,9126
"فارس","07","داراب","0705","40-44",6431,6142
"فارس","07","داراب","0705","45-49",5237,5015
"فارس","07","داراب","0705","50-54",4217,4266
"فارس","07","داراب","0705","55-59",3860,3951
"فارس","07","داراب","0705","60-64",3022,3166
"فارس","07","داراب","0705","65-69",1614,2183
"فارس","07","داراب","0705","70-74",898,1120
"فارس","07","داراب","0705","75-79",894,893
"فارس","07","داراب","0705","80-84",769,701
"فارس","07","داراب","0705","85-89",519,422
"فارس","07","داراب","0705","90-94",151,108
"فارس","07","داراب","0705","95-99",14,17
"فارس","07","داراب","0705",">100",2,6
"فارس","07","سپیدان","0706","0-4",3960,3794
"فارس","07","سپیدان","0706","5-9",3894,3825
"فارس","07","سپیدان","0706","10-14",3510,3318
"فارس","07","سپیدان","0706","15-19",3134,2960
"فارس","07","سپیدان","0706","20-24",3874,3410
"فارس","07","سپیدان","0706","25-29",5192,4591
"فارس","07","سپیدان","0706","30-34",4809,4870
"فارس","07","سپیدان","0706","35-39",3950,3969
"فارس","07","سپیدان","0706","40-44",3284,3126
"فارس","07","سپیدان","0706","45-49",2754,2602
"فارس","07","سپیدان","0706","50-54",1838,1899
"فارس","07","سپیدان","0706","55-59",1679,1709
"فارس","07","سپیدان","0706","60-64",1241,1522
"فارس","07","سپیدان","0706","65-69",810,1114
"فارس","07","سپیدان","0706","70-74",534,717
"فارس","07","سپیدان","0706","75-79",740,587
"فارس","07","سپیدان","0706","80-84",595,446
"فارس","07","سپیدان","0706","85-89",359,245
"فارس","07","سپیدان","0706","90-94",100,64
"فارس","07","سپیدان","0706","95-99",12,7
"فارس","07","سپیدان","0706",">100",4,1
"فارس","07","شیراز","0707","0-4",68415,64811
"فارس","07","شیراز","0707","5-9",67570,64789
"فارس","07","شیراز","0707","10-14",60732,57998
"فارس","07","شیراز","0707","15-19",61399,57534
"فارس","07","شیراز","0707","20-24",73461,70930
"فارس","07","شیراز","0707","25-29",98355,101827
"فارس","07","شیراز","0707","30-34",111276,113367
"فارس","07","شیراز","0707","35-39",86555,87219
"فارس","07","شیراز","0707","40-44",64562,64136
"فارس","07","شیراز","0707","45-49",60184,59456
"فارس","07","شیراز","0707","50-54",51564,50626
"فارس","07","شیراز","0707","55-59",45183,43588
"فارس","07","شیراز","0707","60-64",35041,33836
"فارس","07","شیراز","0707","65-69",22355,22304
"فارس","07","شیراز","0707","70-74",13310,12821
"فارس","07","شیراز","0707","75-79",10378,9378
"فارس","07","شیراز","0707","80-84",7034,6351
"فارس","07","شیراز","0707","85-89",3676,3855
"فارس","07","شیراز","0707","90-94",1240,1413
"فارس","07","شیراز","0707","95-99",133,233
"فارس","07","شیراز","0707",">100",21,85
"فارس","07","فسا","0708","0-4",8985,8637
"فارس","07","فسا","0708","5-9",8100,7978
"فارس","07","فسا","0708","10-14",7141,6780
"فارس","07","فسا","0708","15-19",6940,6459
"فارس","07","فسا","0708","20-24",8443,7666
"فارس","07","فسا","0708","25-29",11430,10538
"فارس","07","فسا","0708","30-34",12196,11394
"فارس","07","فسا","0708","35-39",8986,8706
"فارس","07","فسا","0708","40-44",6681,6551
"فارس","07","فسا","0708","45-49",5957,6146
"فارس","07","فسا","0708","50-54",5140,5049
"فارس","07","فسا","0708","55-59",4877,4655
"فارس","07","فسا","0708","60-64",3281,3679
"فارس","07","فسا","0708","65-69",1891,2378
"فارس","07","فسا","0708","70-74",1172,1506
"فارس","07","فسا","0708","75-79",1198,1172
"فارس","07","فسا","0708","80-84",1110,941
"فارس","07","فسا","0708","85-89",515,511
"فارس","07","فسا","0708","90-94",187,174
"فارس","07","فسا","0708","95-99",15,14
"فارس","07","فسا","0708",">100",1,7
"فارس","07","فیروزآباد","0709","0-4",5052,4867
"فارس","07","فیروزآباد","0709","5-9",4810,4650
"فارس","07","فیروزآباد","0709","10-14",4346,4228
"فارس","07","فیروزآباد","0709","15-19",4283,3819
"فارس","07","فیروزآباد","0709","20-24",4999,4571
"فارس","07","فیروزآباد","0709","25-29",6726,6174
"فارس","07","فیروزآباد","0709","30-34",6316,6354
"فارس","07","فیروزآباد","0709","35-39",5214,5621
"فارس","07","فیروزآباد","0709","40-44",4091,4420
"فارس","07","فیروزآباد","0709","45-49",3861,3841
"فارس","07","فیروزآباد","0709","50-54",2777,2763
"فارس","07","فیروزآباد","0709","55-59",2434,2416
"فارس","07","فیروزآباد","0709","60-64",2062,2114
"فارس","07","فیروزآباد","0709","65-69",1341,1606
"فارس","07","فیروزآباد","0709","70-74",839,904
"فارس","07","فیروزآباد","0709","75-79",903,838
"فارس","07","فیروزآباد","0709","80-84",677,499
"فارس","07","فیروزآباد","0709","85-89",398,351
"فارس","07","فیروزآباد","0709","90-94",103,103
"فارس","07","فیروزآباد","0709","95-99",13,27
"فارس","07","فیروزآباد","0709",">100",1,5
"فارس","07","کازرون","0710","0-4",11107,10528
"فارس","07","کازرون","0710","5-9",10689,10166
"فارس","07","کازرون","0710","10-14",9474,8854
"فارس","07","کازرون","0710","15-19",8175,8267
"فارس","07","کازرون","0710","20-24",10757,10560
"فارس","07","کازرون","0710","25-29",14720,13564
"فارس","07","کازرون","0710","30-34",15085,14229
"فارس","07","کازرون","0710","35-39",11561,11420
"فارس","07","کازرون","0710","40-44",8964,9173
"فارس","07","کازرون","0710","45-49",8468,8652
"فارس","07","کازرون","0710","50-54",6524,6612
"فارس","07","کازرون","0710","55-59",5892,5510
"فارس","07","کازرون","0710","60-64",4412,4403
"فارس","07","کازرون","0710","65-69",2696,3576
"فارس","07","کازرون","0710","70-74",1582,2131
"فارس","07","کازرون","0710","75-79",1767,1730
"فارس","07","کازرون","0710","80-84",1518,1257
"فارس","07","کازرون","0710","85-89",892,752
"فارس","07","کازرون","0710","90-94",204,243
"فارس","07","کازرون","0710","95-99",38,35
"فارس","07","کازرون","0710",">100",9,21
"فارس","07","لارستان","0711","0-4",10731,10048
"فارس","07","لارستان","0711","5-9",9305,8733
"فارس","07","لارستان","0711","10-14",8255,8140
"فارس","07","لارستان","0711","15-19",8432,7823
"فارس","07","لارستان","0711","20-24",9442,8773
"فارس","07","لارستان","0711","25-29",11949,11023
"فارس","07","لارستان","0711","30-34",11826,11028
"فارس","07","لارستان","0711","35-39",8938,8303
"فارس","07","لارستان","0711","40-44",6646,6217
"فارس","07","لارستان","0711","45-49",5744,5465
"فارس","07","لارستان","0711","50-54",4970,4547
"فارس","07","لارستان","0711","55-59",4327,4140
"فارس","07","لارستان","0711","60-64",3128,3485
"فارس","07","لارستان","0711","65-69",2237,2573
"فارس","07","لارستان","0711","70-74",1014,1129
"فارس","07","لارستان","0711","75-79",1122,1096
"فارس","07","لارستان","0711","80-84",839,836
"فارس","07","لارستان","0711","85-89",612,531
"فارس","07","لارستان","0711","90-94",201,220
"فارس","07","لارستان","0711","95-99",18,44
"فارس","07","لارستان","0711",">100",18,12
"فارس","07","مرودشت","0712","0-4",14009,13296
"فارس","07","مرودشت","0712","5-9",13860,13204
"فارس","07","مرودشت","0712","10-14",11993,11537
"فارس","07","مرودشت","0712","15-19",10909,10418
"فارس","07","مرودشت","0712","20-24",12554,12139
"فارس","07","مرودشت","0712","25-29",18796,17542
"فارس","07","مرودشت","0712","30-34",19157,17940
"فارس","07","مرودشت","0712","35-39",14993,14040
"فارس","07","مرودشت","0712","40-44",12105,11344
"فارس","07","مرودشت","0712","45-49",10464,9379
"فارس","07","مرودشت","0712","50-54",8069,7158
"فارس","07","مرودشت","0712","55-59",6736,5989
"فارس","07","مرودشت","0712","60-64",4304,4803
"فارس","07","مرودشت","0712","65-69",2549,3234
"فارس","07","مرودشت","0712","70-74",1575,1964
"فارس","07","مرودشت","0712","75-79",1628,1480
"فارس","07","مرودشت","0712","80-84",1321,1013
"فارس","07","مرودشت","0712","85-89",789,668
"فارس","07","مرودشت","0712","90-94",213,187
"فارس","07","مرودشت","0712","95-99",29,34
"فارس","07","مرودشت","0712",">100",2,10
"فارس","07","ممسنی","0713","0-4",4471,4264
"فارس","07","ممسنی","0713","5-9",4460,4151
"فارس","07","ممسنی","0713","10-14",4022,3718
"فارس","07","ممسنی","0713","15-19",3867,3483
"فارس","07","ممسنی","0713","20-24",4892,4276
"فارس","07","ممسنی","0713","25-29",6724,6026
"فارس","07","ممسنی","0713","30-34",6368,6046
"فارس","07","ممسنی","0713","35-39",4467,4903
"فارس","07","ممسنی","0713","40-44",3956,4465
"فارس","07","ممسنی","0713","45-49",4328,4281
"فارس","07","ممسنی","0713","50-54",2821,3008
"فارس","07","ممسنی","0713","55-59",2965,2912
"فارس","07","ممسنی","0713","60-64",2025,2154
"فارس","07","ممسنی","0713","65-69",1279,1575
"فارس","07","ممسنی","0713","70-74",669,825
"فارس","07","ممسنی","0713","75-79",792,796
"فارس","07","ممسنی","0713","80-84",815,654
"فارس","07","ممسنی","0713","85-89",473,355
"فارس","07","ممسنی","0713","90-94",123,87
"فارس","07","ممسنی","0713","95-99",14,8
"فارس","07","ممسنی","0713",">100",4,5
"فارس","07","نی ریز","0714","0-4",5449,5255
"فارس","07","نی ریز","0714","5-9",4778,4616
"فارس","07","نی ریز","0714","10-14",3960,3900
"فارس","07","نی ریز","0714","15-19",3558,3665
"فارس","07","نی ریز","0714","20-24",4497,4341
"فارس","07","نی ریز","0714","25-29",6543,6062
"فارس","07","نی ریز","0714","30-34",6262,6022
"فارس","07","نی ریز","0714","35-39",5145,4838
"فارس","07","نی ریز","0714","40-44",3992,3763
"فارس","07","نی ریز","0714","45-49",3300,3060
"فارس","07","نی ریز","0714","50-54",2522,2682
"فارس","07","نی ریز","0714","55-59",2314,2379
"فارس","07","نی ریز","0714","60-64",1775,1898
"فارس","07","نی ریز","0714","65-69",1153,1280
"فارس","07","نی ریز","0714","70-74",601,692
"فارس","07","نی ریز","0714","75-79",638,652
"فارس","07","نی ریز","0714","80-84",466,406
"فارس","07","نی ریز","0714","85-89",300,320
"فارس","07","نی ریز","0714","90-94",96,84
"فارس","07","نی ریز","0714","95-99",8,15
"فارس","07","نی ریز","0714",">100",1,3
"فارس","07","لامرد","0715","0-4",5287,4974
"فارس","07","لامرد","0715","5-9",4344,3995
"فارس","07","لامرد","0715","10-14",3485,3248
"فارس","07","لامرد","0715","15-19",3108,3022
"فارس","07","لامرد","0715","20-24",3426,3611
"فارس","07","لامرد","0715","25-29",5013,5344
"فارس","07","لامرد","0715","30-34",5327,5617
"فارس","07","لامرد","0715","35-39",4036,4265
"فارس","07","لامرد","0715","40-44",2912,2918
"فارس","07","لامرد","0715","45-49",2275,2156
"فارس","07","لامرد","0715","50-54",1505,1571
"فارس","07","لامرد","0715","55-59",1424,1581
"فارس","07","لامرد","0715","60-64",1135,1313
"فارس","07","لامرد","0715","65-69",824,1139
"فارس","07","لامرد","0715","70-74",366,530
"فارس","07","لامرد","0715","75-79",432,489
"فارس","07","لامرد","0715","80-84",280,288
"فارس","07","لامرد","0715","85-89",189,175
"فارس","07","لامرد","0715","90-94",80,72
"فارس","07","لامرد","0715","95-99",10,7
"فارس","07","لامرد","0715",">100",3,6
"فارس","07","بوانات","0716","0-4",2377,2176
"فارس","07","بوانات","0716","5-9",2109,1991
"فارس","07","بوانات","0716","10-14",1829,1688
"فارس","07","بوانات","0716","15-19",1498,1527
"فارس","07","بوانات","0716","20-24",2121,1797
"فارس","07","بوانات","0716","25-29",2887,2591
"فارس","07","بوانات","0716","30-34",2809,2506
"فارس","07","بوانات","0716","35-39",2255,2088
"فارس","07","بوانات","0716","40-44",1771,1614
"فارس","07","بوانات","0716","45-49",1455,1437
"فارس","07","بوانات","0716","50-54",1149,1128
"فارس","07","بوانات","0716","55-59",1030,1088
"فارس","07","بوانات","0716","60-64",757,863
"فارس","07","بوانات","0716","65-69",447,697
"فارس","07","بوانات","0716","70-74",342,448
"فارس","07","بوانات","0716","75-79",458,371
"فارس","07","بوانات","0716","80-84",336,248
"فارس","07","بوانات","0716","85-89",220,161
"فارس","07","بوانات","0716","90-94",80,57
"فارس","07","بوانات","0716","95-99",8,2
"فارس","07","بوانات","0716",">100",0,2
"فارس","07","ارسنجان","0717","0-4",1974,1824
"فارس","07","ارسنجان","0717","5-9",1649,1696
"فارس","07","ارسنجان","0717","10-14",1570,1478
"فارس","07","ارسنجان","0717","15-19",1210,1216
"فارس","07","ارسنجان","0717","20-24",1541,1559
"فارس","07","ارسنجان","0717","25-29",2320,2301
"فارس","07","ارسنجان","0717","30-34",2497,2401
"فارس","07","ارسنجان","0717","35-39",2021,2048
"فارس","07","ارسنجان","0717","40-44",1671,1593
"فارس","07","ارسنجان","0717","45-49",1395,1286
"فارس","07","ارسنجان","0717","50-54",1175,1001
"فارس","07","ارسنجان","0717","55-59",890,827
"فارس","07","ارسنجان","0717","60-64",602,626
"فارس","07","ارسنجان","0717","65-69",330,375
"فارس","07","ارسنجان","0717","70-74",230,263
"فارس","07","ارسنجان","0717","75-79",238,208
"فارس","07","ارسنجان","0717","80-84",176,140
"فارس","07","ارسنجان","0717","85-89",159,141
"فارس","07","ارسنجان","0717","90-94",48,34
