"province_name","province_code","county_name","county_code","age_group","male","female"
"مرکزی","00","اراک","0001","0-4",22441,21118
"مرکزی","00","اراک","0001","5-9",20153,19418
"مرکزی","00","اراک","0001","10-14",19116,18366
"مرکزی","00","اراک","0001","15-19",19629,18904
"مرکزی","00","اراک","0001","20-24",24034,23771
"مرکزی","00","اراک","0001","25-29",30927,30159
"مرکزی","00","اراک","0001","30-34",32834,31927
"مرکزی","00","اراک","0001","35-39",27802,26749
"مرکزی","00","اراک","0001","40-44",23178,21866
"مرکزی","00","اراک","0001","45-49",20590,19404
"مرکزی","00","اراک","0001","50-54",17373,15753
"مرکزی","00","اراک","0001","55-59",13486,13558
"مرکزی","00","اراک","0001","60-64",9842,10146
"مرکزی","00","اراک","0001","65-69",6040,6865
"مرکزی","00","اراک","0001","70-74",4499,5124
"مرکزی","00","اراک","0001","75-79",3764,3871
"مرکزی","00","اراک","0001","80-84",2788,2595
"مرکزی","00","اراک","0001","85-89",1162,1299
"مرکزی","00","اراک","0001","90-94",474,499
"مرکزی","00","اراک","0001","95-99",98,104
"مرکزی","00","اراک","0001",">100",15,15
"مرکزی","00","آشتیان","0002","0-4",568,547
"مرکزی","00","آشتیان","0002","5-9",507,489
"مرکزی","00","آشتیان","0002","10-14",525,514
"مرکزی","00","آشتیان","0002","15-19",556,490
"مرکزی","00","آشتیان","0002","20-24",718,570
"مرکزی","00","آشتیان","0002","25-29",806,678
"مرکزی","00","آشتیان","0002","30-34",765,718
"مرکزی","00","آشتیان","0002","35-39",624,590
"مرکزی","00","آشتیان","0002","40-44",536,600
"مرکزی","00","آشتیان","0002","45-49",472,549
"مرکزی","00","آشتیان","0002","50-54",460,461
"مرکزی","00","آشتیان","0002","55-59",441,385
"مرکزی","00","آشتیان","0002","60-64",295,379
"مرکزی","00","آشتیان","0002","65-69",221,327
"مرکزی","00","آشتیان","0002","70-74",207,267
"مرکزی","00","آشتیان","0002","75-79",205,234
"مرکزی","00","آشتیان","0002","80-84",207,199
"مرکزی","00","آشتیان","0002","85-89",79,84
"مرکزی","00","آشتیان","0002","90-94",37,26
"مرکزی","00","آشتیان","0002","95-99",9,12
"مرکزی","00","آشتیان","0002",">100",0,0
"مرکزی","00","تفرش","0003","0-4",765,782
"مرکزی","00","تفرش","0003","5-9",737,742
"مرکزی","00","تفرش","0003","10-14",700,666
"مرکزی","00","تفرش","0003","15-19",960,763
"مرکزی","00","تفرش","0003","20-24",1109,957
"مرکزی","00","تفرش","0003","25-29",1054,968
"مرکزی","00","تفرش","0003","30-34",1100,1097
"مرکزی","00","تفرش","0003","35-39",915,923
"مرکزی","00","تفرش","0003","40-44",749,779
"مرکزی","00","تفرش","0003","45-49",732,763
"مرکزی","00","تفرش","0003","50-54",654,770
"مرکزی","00","تفرش","0003","55-59",610,690
"مرکزی","00","تفرش","0003","60-64",523,670
"مرکزی","00","تفرش","0003","65-69",483,584
"مرکزی","00","تفرش","0003","70-74",318,433
"مرکزی","00","تفرش","0003","75-79",385,379
"مرکزی","00","تفرش","0003","80-84",351,322
"مرکزی","00","تفرش","0003","85-89",139,152
"مرکزی","00","تفرش","0003","90-94",74,66
"مرکزی","00","تفرش","0003","95-99",29,15
"مرکزی","00","تفرش","0003",">100",3,2
"مرکزی","00","خمین","0004","0-4",4192,3774
"مرکزی","00","خمین","0004","5-9",3847,3516
"مرکزی","00","خمین","0004","10-14",3539,3273
"مرکزی","00","خمین","0004","15-19",3278,3102
"مرکزی","00","خمین","0004","20-24",3534,3081
"مرکزی","00","خمین","0004","25-29",4900,4434
"مرکزی","00","خمین","0004","30-34",5320,5099
"مرکزی","00","خمین","0004","35-39",4213,4225
"مرکزی","00","خمین","0004","40-44",3719,3972
"مرکزی","00","خمین","0004","45-49",3285,3423
"مرکزی","00","خمین","0004","50-54",3223,3092
"مرکزی","00","خمین","0004","55-59",2824,2850
"مرکزی","00","خمین","0004","60-64",2120,2452
"مرکزی","00","خمین","0004","65-69",1181,1639
"مرکزی","00","خمین","0004","70-74",1230,1562
"مرکزی","00","خمین","0004","75-79",1115,1193
"مرکزی","00","خمین","0004","80-84",876,804
"مرکزی","00","خمین","0004","85-89",377,366
"مرکزی","00","خمین","0004","90-94",173,147
"مرکزی","00","خمین","0004","95-99",29,31
"مرکزی","00","خمین","0004",">100",1,6
"مرکزی","00","دلیجان","0005","0-4",2334,2118
"مرکزی","00","دلیجان","0005","5-9",2008,1882
"مرکزی","00","دلیجان","0005","10-14",1708,1729
"مرکزی","00","دلیجان","0005","15-19",1750,1608
"مرکزی","00","دلیجان","0005","20-24",1800,1803
"مرکزی","00","دلیجان","0005","25-29",2593,2650
"مرکزی","00","دلیجان","0005","30-34",2943,2761
"مرکزی","00","دلیجان","0005","35-39",2263,2212
"مرکزی","00","دلیجان","0005","40-44",1880,1705
"مرکزی","00","دلیجان","0005","45-49",1636,1521
"مرکزی","00","دلیجان","0005","50-54",1520,1268
"مرکزی","00","دلیجان","0005","55-59",1095,1025
"مرکزی","00","دلیجان","0005","60-64",897,941
"مرکزی","00","دلیجان","0005","65-69",484,591
"مرکزی","00","دلیجان","0005","70-74",413,430
"مرکزی","00","دلیجان","0005","75-79",383,426
"مرکزی","00","دلیجان","0005","80-84",349,332
"مرکزی","00","دلیجان","0005","85-89",220,167
"مرکزی","00","دلیجان","0005","90-94",83,63
"مرکزی","00","دلیجان","0005","95-99",13,9
"مرکزی","00","دلیجان","0005",">100",0,8
"مرکزی","00","ساوه","0006","0-4",12832,12099
"مرکزی","00","ساوه","0006","5-9",12162,11686
"مرکزی","00","ساوه","0006","10-14",11076,10729
"مرکزی","00","ساوه","0006","15-19",9666,9711
"مرکزی","00","ساوه","0006","20-24",10483,11135
"مرکزی","00","ساوه","0006","25-29",14565,14831
"مرکزی","00","ساوه","0006","30-34",16105,15383
"مرکزی","00","ساوه","0006","35-39",13943,12625
"مرکزی","00","ساوه","0006","40-44",11557,9654
"مرکزی","00","ساوه","0006","45-49",9032,8241
"مرکزی","00","ساوه","0006","50-54",7154,6334
"مرکزی","00","ساوه","0006","55-59",5558,5073
"مرکزی","00","ساوه","0006","60-64",3533,3439
"مرکزی","00","ساوه","0006","65-69",2232,2521
"مرکزی","00","ساوه","0006","70-74",1588,1888
"مرکزی","00","ساوه","0006","75-79",1438,1515
"مرکزی","00","ساوه","0006","80-84",1082,1079
"مرکزی","00","ساوه","0006","85-89",582,520
"مرکزی","00","ساوه","0006","90-94",223,162
"مرکزی","00","ساوه","0006","95-99",49,34
"مرکزی","00","ساوه","0006",">100",11,8
"مرکزی","00","شازند","0007","0-4",4963,4456
"مرکزی","00","شازند","0007","5-9",4513,4168
"مرکزی","00","شازند","0007","10-14",3936,3724
"مرکزی","00","شازند","0007","15-19",3625,3636
"مرکزی","00","شازند","0007","20-24",4843,4228
"مرکزی","00","شازند","0007","25-29",5744,5335
"مرکزی","00","شازند","0007","30-34",5652,5541
"مرکزی","00","شازند","0007","35-39",4975,5146
"مرکزی","00","شازند","0007","40-44",4392,4592
"مرکزی","00","شازند","0007","45-49",3981,3795
"مرکزی","00","شازند","0007","50-54",3197,3020
"مرکزی","00","شازند","0007","55-59",2318,2592
"مرکزی","00","شازند","0007","60-64",1677,2293
"مرکزی","00","شازند","0007","65-69",1291,1869
"مرکزی","00","شازند","0007","70-74",1184,1506
"مرکزی","00","شازند","0007","75-79",1261,1209
"مرکزی","00","شازند","0007","80-84",942,814
"مرکزی","00","شازند","0007","85-89",420,332
"مرکزی","00","شازند","0007","90-94",195,146
"مرکزی","00","شازند","0007","95-99",22,26
"مرکزی","00","شازند","0007",">100",7,5
"مرکزی","00","محلات","0009","0-4",2167,2076
"مرکزی","00","محلات","0009","5-9",2008,1857
"مرکزی","00","محلات","0009","10-14",1741,1687
"مرکزی","00","محلات","0009","15-19",1744,1678
"مرکزی","00","محلات","0009","20-24",2076,1940
"مرکزی","00","محلات","0009","25-29",2772,2615
"مرکزی","00","محلات","0009","30-34",3115,2952
"مرکزی","00","محلات","0009","35-39",2306,2349
"مرکزی","00","محلات","0009","40-44",1967,1893
"مرکزی","00","محلات","0009","45-49",1769,1853
"مرکزی","00","محلات","0009","50-54",1644,1605
"مرکزی","00","محلات","0009","55-59",1426,1294
"مرکزی","00","محلات","0009","60-64",1077,1021
"مرکزی","00","محلات","0009","65-69",611,679
"مرکزی","00","محلات","0009","70-74",509,596
"مرکزی","00","محلات","0009","75-79",462,499
"مرکزی","00","محلات","0009","80-84",399,384
"مرکزی","00","محلات","0009","85-89",172,184
"مرکزی","00","محلات","0009","90-94",78,88
"مرکزی","00","محلات","0009","95-99",18,23
"مرکزی","00","محلات","0009",">100",2,6
"مرکزی","00","زرندیه","0010","0-4",2702,2693
"مرکزی","00","زرندیه","0010","5-9",2400,2371
"مرکزی","00","زرندیه","0010","10-14",2121,2100
"مرکزی","00","زرندیه","0010","15-19",1993,2016
"مرکزی","00","زرندیه","0010","20-24",2505,2384
"مرکزی","00","زرندیه","0010","25-29",3380,3153
"مرکزی","00","زرندیه","0010","30-34",3652,3169
"مرکزی","00","زرندیه","0010","35-39",2746,2545
"مرکزی","00","زرندیه","0010","40-44",2297,2221
"مرکزی","00","زرندیه","0010","45-49",1976,1966
"مرکزی","00","زرندیه","0010","50-54",1697,1655
"مرکزی","00","زرندیه","0010","55-59",1490,1357
"مرکزی","00","زرندیه","0010","60-64",974,1035
"مرکزی","00","زرندیه","0010","65-69",671,818
"مرکزی","00","زرندیه","0010","70-74",579,676
"مرکزی","00","زرندیه","0010","75-79",484,534
"مرکزی","00","زرندیه","0010","80-84",447,456
"مرکزی","00","زرندیه","0010","85-89",236,206
"مرکزی","00","زرندیه","0010","90-94",96,87
"مرکزی","00","زرندیه","0010","95-99",9,6
"مرکزی","00","زرندیه","0010",">100",2,2
"مرکزی","00","کمیجان","0011","0-4",1652,1463
"مرکزی","00","کمیجان","0011","5-9",1560,1342
"مرکزی","00","کمیجان","0011","10-14",1317,1248
"مرکزی","00","کمیجان","0011","15-19",1228,1055
"مرکزی","00","کمیجان","0011","20-24",1572,1299
"مرکزی","00","کمیجان","0011","25-29",1932,1699
"مرکزی","00","کمیجان","0011","30-34",1720,1640
"مرکزی","00","کمیجان","0011","35-39",1480,1565
"مرکزی","00","کمیجان","0011","40-44",1351,1453
"مرکزی","00","کمیجان","0011","45-49",1054,1060
"مرکزی","00","کمیجان","0011","50-54",790,750
"مرکزی","00","کمیجان","0011","55-59",527,770
"مرکزی","00","کمیجان","0011","60-64",550,773
"مرکزی","00","کمیجان","0011","65-69",390,571
"مرکزی","00","کمیجان","0011","70-74",424,526
"مرکزی","00","کمیجان","0011","75-79",362,345
"مرکزی","00","کمیجان","0011","80-84",372,255
"مرکزی","00","کمیجان","0011","85-89",143,107
"مرکزی","00","کمیجان","0011","90-94",50,28
"مرکزی","00","کمیجان","0011","95-99",11,6
"مرکزی","00","کمیجان","0011",">100",0,1
"مرکزی","00","خنداب","0012","0-4",2512,2335
"مرکزی","00","خنداب","0012","5-9",2119,2068
"مرکزی","00","خنداب","0012","10-14",1908,1826
"مرکزی","00","خنداب","0012","15-19",1767,1532
"مرکزی","00","خنداب","0012","20-24",2696,1871
"مرکزی","00","خنداب","0012","25-29",2895,2379
"مرکزی","00","خنداب","0012","30-34",2608,2463
"مرکزی","00","خنداب","0012","35-39",2357,2365
"مرکزی","00","خنداب","0012","40-44",2041,1796
"مرکزی","00","خنداب","0012","45-49",1380,1352
"مرکزی","00","خنداب","0012","50-54",1366,1250
"مرکزی","00","خنداب","0012","55-59",1116,1349
"مرکزی","00","خنداب","0012","60-64",766,1051
"مرکزی","00","خنداب","0012","65-69",512,796
"مرکزی","00","خنداب","0012","70-74",560,679
"مرکزی","00","خنداب","0012","75-79",499,518
"مرکزی","00","خنداب","0012","80-84",489,338
"مرکزی","00","خنداب","0012","85-89",192,133
"مرکزی","00","خنداب","0012","90-94",68,47
"مرکزی","00","خنداب","0012","95-99",11,8
"مرکزی","00","خنداب","0012",">100",0,0
"مرکزی","00","فراهان","0013","0-4",1116,1074
"مرکزی","00","فراهان","0013","5-9",1070,978
"مرکزی","00","فراهان","0013","10-14",1002,966
"مرکزی","00","فراهان","0013","15-19",944,828
"مرکزی","00","فراهان","0013","20-24",1200,993
"مرکزی","00","فراهان","0013","25-29",1524,1317
"مرکزی","00","فراهان","0013","30-34",1459,1285
"مرکزی","00","فراهان","0013","35-39",1161,1086
"مرکزی","00","فراهان","0013","40-44",1059,1024
"مرکزی","00","فراهان","0013","45-49",706,785
"مرکزی","00","فراهان","0013","50-54",659,695
"مرکزی","00","فراهان","0013","55-59",534,671
"مرکزی","00","فراهان","0013","60-64",516,641
"مرکزی","00","فراهان","0013","65-69",395,593
"مرکزی","00","فراهان","0013","70-74",386,521
"مرکزی","00","فراهان","0013","75-79",355,382
"مرکزی","00","فراهان","0013","80-84",334,314
"مرکزی","00","فراهان","0013","85-89",157,129
"مرکزی","00","فراهان","0013","90-94",64,44
"مرکزی","00","فراهان","0013","95-99",9,13
"مرکزی","00","فراهان","0013",">100",4,1
"گیلان","01","آستارا","0101","0-4",3520,3517
"گیلان","01","آستارا","0101","5-9",3603,3562
"گیلان","01","آستارا","0101","10-14",3274,3201
"گیلان","01","آستارا","0101","15-19",3102,3085
"گیلان","01","آستارا","0101","20-24",3403,3538
"گیلان","01","آستارا","0101","25-29",4201,4345
"گیلان","01","آستارا","0101","30-34",4956,4998
"گیلان","01","آستارا","0101","35-39",4293,4308
"گیلان","01","آستارا","0101","40-44",3320,3222
"گیلان","01","آستارا","0101","45-49",3276,2876
"گیلان","01","آستارا","0101","50-54",2503,2361
"گیلان","01","آستارا","0101","55-59",2077,2064
"گیلان","01","آستارا","0101","60-64",1633,1543
"گیلان","01","آستارا","0101","65-69",1043,1088
"گیلان","01","آستارا","0101","70-74",610,634
"گیلان","01","آستارا","0101","75-79",476,460
"گیلان","01","آستارا","0101","80-84",341,348
"گیلان","01","آستارا","0101","85-89",161,172
"گیلان","01","آستارا","0101","90-94",59,70
"گیلان","01","آستارا","0101","95-99",6,7
"گیلان","01","آستارا","0101",">100",1,0
"گیلان","01","آستانه اشرفیه","0102","0-4",2833,2795
"گیلان","01","آستانه اشرفیه","0102","5-9",2898,2894
"گیلان","01","آستانه اشرفیه","0102","10-14",3153,3002
"گیلان","01","آستانه اشرفیه","0102","15-19",3534,3300
"گیلان","01","آستانه اشرفیه","0102","20-24",3853,3550
"گیلان","01","آستانه اشرفیه","0102","25-29",4813,4471
"گیلان","01","آستانه اشرفیه","0102","30-34",4853,4787
"گیلان","01","آستانه اشرفیه","0102","35-39",4529,4414
"گیلان","01","آستانه اشرفیه","0102","40-44",4223,4322
"گیلان","01","آستانه اشرفیه","0102","45-49",4430,4453
"گیلان","01","آستانه اشرفیه","0102","50-54",3969,3901
"گیلان","01","آستانه اشرفیه","0102","55-59",3072,3057
"گیلان","01","آستانه اشرفیه","0102","60-64",2253,2623
"گیلان","01","آستانه اشرفیه","0102","65-69",1700,1797
"گیلان","01","آستانه اشرفیه","0102","70-74",1511,1662
"گیلان","01","آستانه اشرفیه","0102","75-79",1299,1298
"گیلان","01","آستانه اشرفیه","0102","80-84",932,948
"گیلان","01","آستانه اشرفیه","0102","85-89",385,354
"گیلان","01","آستانه اشرفیه","0102","90-94",118,120
"گیلان","01","آستانه اشرفیه","0102","95-99",7,15
"گیلان","01","آستانه اشرفیه","0102",">100",2,0
"گیلان","01","بندرانزلی","0103","0-4",3417,3255
"گیلان","01","بندرانزلی","0103","5-9",3847,3642
"گیلان","01","بندرانزلی","0103","10-14",3922,3731
"گیلان","01","بندرانزلی","0103","15-19",4273,3881
"گیلان","01","بندرانزلی","0103","20-24",4869,4605
"گیلان","01","بندرانزلی","0103","25-29",6093,6203
"گیلان","01","بندرانزلی","0103","30-34",7233,7276
"گیلان","01","بندرانزلی","0103","35-39",6351,6403
"گیلان","01","بندرانزلی","0103","40-44",4922,5145
"گیلان","01","بندرانزلی","0103","45-49",5107,5178
"گیلان","01","بندرانزلی","0103","50-54",4541,4854
"گیلان","01","بندرانزلی","0103","55-59",4307,4604
"گیلان","01","بندرانزلی","0103","60-64",3451,3621
"گیلان","01","بندرانزلی","0103","65-69",2627,2705
"گیلان","01","بندرانزلی","0103","70-74",1789,1890
"گیلان","01","بندرانزلی","0103","75-79",1207,1335
"گیلان","01","بندرانزلی","0103","80-84",812,860
"گیلان","01","بندرانزلی","0103","85-89",340,426
"گیلان","01","بندرانزلی","0103","90-94",111,148
"گیلان","01","بندرانزلی","0103","95-99",8,19
"گیلان","01","بندرانزلی","0103",">100",1,7
"گیلان","01","تالش","0104","0-4",8907,8332
"گیلان","01","تالش","0104","5-9",8286,7624
"گیلان","01","تالش","0104","10-14",7734,7449
"گیلان","01","تالش","0104","15-19",7221,7309
"گیلان","01","تالش","0104","20-24",8092,7975
"گیلان","01","تالش","0104","25-29",10311,9656
"گیلان","01","تالش","0104","30-34",10219,10087
"گیلان","01","تالش","0104","35-39",8408,8736
"گیلان","01","تالش","0104","40-44",7039,6952
"گیلان","01","تالش","0104","45-49",6465,6474
"گیلان","01","تالش","0104","50-54",4992,5072
"گیلان","01","تالش","0104","55-59",4202,4385
"گیلان","01","تالش","0104","60-64",3274,3460
"گیلان","01","تالش","0104","65-69",2382,2400
"گیلان","01","تالش","0104","70-74",1370,1350
"گیلان","01","تالش","0104","75-79",986,932
"گیلان","01","تالش","0104","80-84",837,719
"گیلان","01","تالش","0104","85-89",374,417
"گیلان","01","تالش","0104","90-94",121,89
"گیلان","01","تالش","0104","95-99",2,7
"گیلان","01","تالش","0104",">100",0,2
"گیلان","01","رشت","0105","0-4",26833,25694
"گیلان","01","رشت","0105","5-9",28060,26777
"گیلان","01","رشت","0105","10-14",28612,27362
"گیلان","01","رشت","0105","15-19",29872,30505
"گیلان","01","رشت","0105","20-24",34543,35756
"گیلان","01","رشت","0105","25-29",43797,44604
"گیلان","01","رشت","0105","30-34",51045,50565
"گیلان","01","رشت","0105","35-39",44685,44809
"گیلان","01","رشت","0105","40-44",37701,37444
"گیلان","01","رشت","0105","45-49",37531,36891
"گیلان","01","رشت","0105","50-54",32700,32490
"گیلان","01","رشت","0105","55-59",26865,27522
"گیلان","01","رشت","0105","60-64",20588,20692
"گیلان","01","رشت","0105","65-69",13412,13792
"گیلان","01","رشت","0105","70-74",8725,8991
"گیلان","01","رشت","0105","75-79",6591,6668
"گیلان","01","رشت","0105","80-84",4621,4577
"گیلان","01","رشت","0105","85-89",1884,2205
"گیلان","01","رشت","0105","90-94",544,827
"گیلان","01","رشت","0105","95-99",57,110
"گیلان","01","رشت","0105",">100",12,12
"گیلان","01","رودبار","0106","0-4",2973,2870
"گیلان","01","رودبار","0106","5-9",3001,3037
"گیلان","01","رودبار","0106","10-14",3109,2832
"گیلان","01","رودبار","0106","15-19",3398,3091
"گیلان","01","رودبار","0106","20-24",4892,3894
"گیلان","01","رودبار","0106","25-29",4629,3960
"گیلان","01","رودبار","0106","30-34",4397,4242
"گیلان","01","رودبار","0106","35-39",3704,3863
"گیلان","01","رودبار","0106","40-44",3291,3393
"گیلان","01","رودبار","0106","45-49",3275,3347
"گیلان","01","رودبار","0106","50-54",2544,2722
"گیلان","01","رودبار","0106","55-59",2318,2498
"گیلان","01","رودبار","0106","60-64",1755,1997
"گیلان","01","رودبار","0106","65-69",1365,1715
"گیلان","01","رودبار","0106","70-74",956,1169
"گیلان","01","رودبار","0106","75-79",966,919
"گیلان","01","رودبار","0106","80-84",812,691
"گیلان","01","رودبار","0106","85-89",384,374
"گیلان","01","رودبار","0106","90-94",151,139
"گیلان","01","رودبار","0106","95-99",14,27
"گیلان","01","رودبار","0106",">100",2,4
"گیلان","01","رودسر","0107","0-4",3812,3553
"گیلان","01","رودسر","0107","5-9",3946,3768
"گیلان","01","رودسر","0107","10-14",4079,3984
"گیلان","01","رودسر","0107","15-19",4465,4271
"گیلان","01","رودسر","0107","20-24",5487,5107
"گیلان","01","رودسر","0107","25-29",6732,6000
"گیلان","01","رودسر","0107","30-34",6657,6337
"گیلان","01","رودسر","0107","35-39",5674,6065
"گیلان","01","رودسر","0107","40-44",5283,5889
"گیلان","01","رودسر","0107","45-49",6164,6357
"گیلان","01","رودسر","0107","50-54",5307,5231
"گیلان","01","رودسر","0107","55-59",4282,4591
"گیلان","01","رودسر","0107","60-64",3663,3967
"گیلان","01","رودسر","0107","65-69",2657,2957
"گیلان","01","رودسر","0107","70-74",1837,2030
"گیلان","01","رودسر","0107","75-79",1524,1577
"گیلان","01","رودسر","0107","80-84",1300,1266
"گیلان","01","رودسر","0107","85-89",647,579
"گیلان","01","رودسر","0107","90-94",179,143
"گیلان","01","رودسر","0107","95-99",14,12
"گیلان","01","رودسر","0107",">100",2,4
"گیلان","01","صومعه سرا","0108","0-4",3781,3593
"گیلان","01","صومعه سرا","0108","5-9",3943,3763
"گیلان","01","صومعه سرا","0108","10-14",4233,3844
"گیلان","01","صومعه سرا","0108","15-19",4353,4017
"گیلان","01","صومعه سرا","0108","20-24",4514,4302
"گیلان","01","صومعه سرا","0108","25-29",5189,5076
"گیلان","01","صومعه سرا","0108","30-34",5745,5686
"گیلان","01","صومعه سرا","0108","35-39",4977,5221
"گیلان","01","صومعه سرا","0108","40-44",4902,5022
"گیلان","01","صومعه سرا","0108","45-49",4692,5071
"گیلان","01","صومعه سرا","0108","50-54",3993,4023
"گیلان","01","صومعه سرا","0108","55-59",3628,3784
"گیلان","01","صومعه سرا","0108","60-64",2751,3082
"گیلان","01","صومعه سرا","0108","65-69",1846,2187
"گیلان","01","صومعه سرا","0108","70-74",1247,1378
"گیلان","01","صومعه سرا","0108","75-79",1137,1218
"گیلان","01","صومعه سرا","0108","80-84",974,923
"گیلان","01","صومعه سرا","0108","85-89",301,410
"گیلان","01","صومعه سرا","0108","90-94",106,136
"گیلان","01","صومعه سرا","0108","95-99",5,17
"گیلان","01","صومعه سرا","0108",">100",0,4
"گیلان","01","فومن","0109","0-4",2406,2356
"گیلان","01","فومن","0109","5-9",2642,2434
"گیلان","01","فومن","0109","10-14",2932,2800
"گیلان","01","فومن","0109","15-19",3251,2935
"گیلان","01","فومن","0109","20-24",3635,3102
"گیلان","01","فومن","0109","25-29",4039,3545
"گیلان","01","فومن","0109","30-34",3928,3974
"گیلان","01","فومن","0109","35-39",3511,3880
"گیلان","01","فومن","0109","40-44",3397,3746
"گیلان","01","فومن","0109","45-49",3359,3638
"گیلان","01","فومن","0109","50-54",3244,3265
"گیلان","01","فومن","0109","55-59",2950,3044
"گیلان","01","فومن","0109","60-64",2224,2337
"گیلان","01","فومن","0109","65-69",1654,1840
"گیلان","01","فومن","0109","70-74",974,1103
"گیلان","01","فومن","0109","75-79",826,908
"گیلان","01","فومن","0109","80-84",759,725
"گیلان","01","فومن","0109","85-89",327,423
"گیلان","01","فومن","0109","90-94",65,109
"گیلان","01","فومن","0109","95-99",4,15
"گیلان","01","فومن","0109",">100",2,2
"گیلان","01","لنگرود","0110","0-4",3857,3670
"گیلان","01","لنگرود","0110","5-9",3887,3752
"گیلان","01","لنگرود","0110","10-14",3904,3872
"گیلان","01","لنگرود","0110","15-19",4353,4217
"گیلان","01","لنگرود","0110","20-24",4982,4834
"گیلان","01","لنگرود","0110","25-29",6536,5996
"گیلان","01","لنگرود","0110","30-34",6736,6302
"گیلان","01","لنگرود","0110","35-39",5782,5716
"گیلان","01","لنگرود","0110","40-44",5637,5689
"گیلان","01","لنگرود","0110","45-49",5665,5868
"گیلان","01","لنگرود","0110","50-54",5294,5231
"گیلان","01","لنگرود","0110","55-59",4122,4164
"گیلان","01","لنگرود","0110","60-64",2809,3162
"گیلان","01","لنگرود","0110","65-69",2307,2488
"گیلان","01","لنگرود","0110","70-74",1799,1965
"گیلان","01","لنگرود","0110","75-79",1329,1448
"گیلان","01","لنگرود","0110","80-84",1027,999
"گیلان","01","لنگرود","0110","85-89",479,471
"گیلان","01","لنگرود","0110","90-94",157,148
"گیلان","01","لنگرود","0110","95-99",11,15
"گیلان","01","لنگرود","0110",">100",2,4
"گیلان","01","لاهیجان","0111","0-4",4087,3884
"گیلان","01","لاهیجان","0111","5-9",4249,4252
"گیلان","01","لاهیجان","0111","10-14",4791,4528
"گیلان","01","لاهیجان","0111","15-19",5416,5172
"گیلان","01","لاهیجان","0111","20-24",5917,5712
"گیلان","01","لاهیجان","0111","25-29",7597,6917
"گیلان","01","لاهیجان","0111","30-34",7826,7645
"گیلان","01","لاهیجان","0111","35-39",6969,7017
"گیلان","01","لاهیجان","0111","40-44",6469,6703
"گیلان","01","لاهیجان","0111","45-49",6929,6852
"گیلان","01","لاهیجان","0111","50-54",5982,5806
"گیلان","01","لاهیجان","0111","55-59",4739,4919
"گیلان","01","لاهیجان","0111","60-64",3713,4184
"گیلان","01","لاهیجان","0111","65-69",3019,3180
"گیلان","01","لاهیجان","0111","70-74",2433,2480
"گیلان","01","لاهیجان","0111","75-79",1860,1833
"گیلان","01","لاهیجان","0111","80-84",1389,1404
"گیلان","01","لاهیجان","0111","85-89",583,628
"گیلان","01","لاهیجان","0111","90-94",208,207
"گیلان","01","لاهیجان","0111","95-99",19,24
"گیلان","01","لاهیجان","0111",">100",0,2
"گیلان","01","شفت","0112","0-4",1286,1286
"گیلان","01","شفت","0112","5-9",1528,1518
"گیلان","01","شفت","0112","10-14",1651,1613
"گیلان","01","شفت","0112","15-19",1718,1605
"گیلان","01","شفت","0112","20-24",2117,1580
"گیلان","01","شفت","0112","25-29",2339,1915
"گیلان","01","شفت","0112","30-34",2404,2398
"گیلان","01","شفت","0112","35-39",2533,2636
"گیلان","01","شفت","0112","40-44",2198,2248
"گیلان","01","شفت","0112","45-49",2022,2012
"گیلان","01","شفت","0112","50-54",1789,1834
"گیلان","01","شفت","0112","55-59",1579,1801
"گیلان","01","شفت","0112","60-64",1247,1580
"گیلان","01","شفت","0112","65-69",856,975
"گیلان","01","شفت","0112","70-74",651,740
"گیلان","01","شفت","0112","75-79",556,578
"گیلان","01","شفت","0112","80-84",468,406
"گیلان","01","شفت","0112","85-89",216,232
"گیلان","01","شفت","0112","90-94",54,50
"گیلان","01","شفت","0112","95-99",0,6
"گیلان","01","شفت","0112",">100",0,1
"گیلان","01","املش","0113","0-4",1113,1117
"گیلان","01","املش","0113","5-9",1111,1146
"گیلان","01","املش","0113","10-14",1168,1167
"گیلان","01","املش","0113","15-19",1296,1292
"گیلان","01","املش","0113","20-24",1730,1471
"گیلان","01","املش","0113","25-29",2046,1704
"گیلان","01","املش","0113","30-34",1877,1789
"گیلان","01","املش","0113","35-39",1766,1791
"گیلان","01","املش","0113","40-44",1557,1651
"گیلان","01","املش","0113","45-49",1778,1844
"گیلان","01","املش","0113","50-54",1472,1519
"گیلان","01","املش","0113","55-59",1260,1349
"گیلان","01","املش","0113","60-64",900,1103
"گیلان","01","املش","0113","65-69",751,964
"گیلان","01","املش","0113","70-74",550,628
"گیلان","01","املش","0113","75-79",403,440
"گیلان","01","املش","0113","80-84",458,441
"گیلان","01","املش","0113","85-89",266,187
"گیلان","01","املش","0113","90-94",49,54
"گیلان","01","املش","0113","95-99",8,6
"گیلان","01","املش","0113",">100",2,1
"گیلان","01","رضوانشهر","0114","0-4",2426,2515
"گیلان","01","رضوانشهر","0114","5-9",2598,2538
"گیلان","01","رضوانشهر","0114","10-14",2532,2390
"گیلان","01","رضوانشهر","0114","15-19",2396,2314
"گیلان","01","رضوانشهر","0114","20-24",2575,2592
"گیلان","01","رضوانشهر","0114","25-29",3254,3288
"گیلان","01","رضوانشهر","0114","30-34",3407,3484
"گیلان","01","رضوانشهر","0114","35-39",3253,3190
"گیلان","01","رضوانشهر","0114","40-44",2474,2460
