"province_name","province_code","county_name","county_code","gender","status","Elementary school","Middle school","High school","College","Higher education","Other education","Illitrate","Unknown"
"زنجان","19","خدابنده","1903","Female","Unemployed",255,250,92,371,773,4,93,0
"زنجان","19","زنجان","1904","Male","Active",30056,22929,10021,29774,30515,291,11488,6
"زنجان","19","زنجان","1904","Male","Unemployed",1294,2198,1850,4032,5288,13,486,0
"زنجان","19","زنجان","1904","Female","Active",4263,1682,713,4666,16514,46,2990,0
"زنجان","19","زنجان","1904","Female","Unemployed",282,327,211,1820,5625,7,71,0
"زنجان","19","ایجرود","1906","Male","Active",4363,2021,526,999,412,34,2177,0
"زنجان","19","ایجرود","1906","Male","Unemployed",62,71,21,77,59,0,25,0
"زنجان","19","ایجرود","1906","Female","Active",520,131,33,90,98,2,370,0
"زنجان","19","ایجرود","1906","Female","Unemployed",30,9,3,15,21,0,3,0
"زنجان","19","خرمدره","1907","Male","Active",3805,3774,1291,4996,3093,34,1301,1
"زنجان","19","خرمدره","1907","Male","Unemployed",105,263,193,637,529,1,39,1
"زنجان","19","خرمدره","1907","Female","Active",223,234,88,619,1578,3,121,0
"زنجان","19","خرمدره","1907","Female","Unemployed",42,72,37,244,453,1,13,0
"زنجان","19","طارم","1908","Male","Active",3922,2369,851,2490,1953,33,2094,0
"زنجان","19","طارم","1908","Male","Unemployed",45,117,94,291,381,0,21,0
"زنجان","19","طارم","1908","Female","Active",524,228,71,316,692,2,881,0
"زنجان","19","طارم","1908","Female","Unemployed",25,28,23,132,288,1,12,0
"زنجان","19","ماهنشان","1909","Male","Active",3517,2039,865,1612,943,44,2295,0
"زنجان","19","ماهنشان","1909","Male","Unemployed",102,144,111,212,117,4,37,0
"زنجان","19","ماهنشان","1909","Female","Active",431,138,28,122,216,0,808,0
"زنجان","19","ماهنشان","1909","Female","Unemployed",18,6,4,11,50,0,8,0
"زنجان","19","سلطانیه","1910","Male","Active",2640,1761,604,1633,726,23,1029,0
"زنجان","19","سلطانیه","1910","Male","Unemployed",34,56,41,147,93,0,12,0
"زنجان","19","سلطانیه","1910","Female","Active",179,97,28,105,204,4,152,0
"زنجان","19","سلطانیه","1910","Female","Unemployed",20,18,2,12,50,0,2,0
"سمنان","20","دامغان","2001","Male","Active",3439,3762,1773,7108,6206,76,1115,0
"سمنان","20","دامغان","2001","Male","Unemployed",146,335,206,626,728,0,78,0
"سمنان","20","دامغان","2001","Female","Active",413,290,138,939,2594,60,293,0
"سمنان","20","دامغان","2001","Female","Unemployed",47,51,26,200,584,2,24,0
"سمنان","20","سمنان","2002","Male","Active",5355,6975,3288,11708,13526,130,2901,0
"سمنان","20","سمنان","2002","Male","Unemployed",274,511,288,891,1071,6,109,0
"سمنان","20","سمنان","2002","Female","Active",618,603,286,1687,6670,36,430,0
"سمنان","20","سمنان","2002","Female","Unemployed",97,115,51,341,1164,7,24,0
"سمنان","20","شاهرود","2003","Male","Active",9448,10659,5332,15630,14975,118,2205,0
"سمنان","20","شاهرود","2003","Male","Unemployed",460,1075,679,1695,1803,7,101,0
"سمنان","20","شاهرود","2003","Female","Active",1145,751,369,2165,6835,20,480,0
"سمنان","20","شاهرود","2003","Female","Unemployed",82,127,65,526,1610,1,23,0
"سمنان","20","گرمسار","2004","Male","Active",2878,3926,2079,6154,4620,33,1837,0
"سمنان","20","گرمسار","2004","Male","Unemployed",92,170,152,407,413,0,37,0
"سمنان","20","گرمسار","2004","Female","Active",301,349,163,905,2437,12,292,0
"سمنان","20","گرمسار","2004","Female","Unemployed",10,20,29,141,359,0,6,0
"سمنان","20","مهدی شهر","2005","Male","Active",1579,1841,1004,3973,3545,29,710,1
"سمنان","20","مهدی شهر","2005","Male","Unemployed",63,118,107,372,375,1,28,0
"سمنان","20","مهدی شهر","2005","Female","Active",365,301,148,951,1887,11,139,0
"سمنان","20","مهدی شهر","2005","Female","Unemployed",56,76,46,314,457,3,17,0
"سمنان","20","آرادان","2006","Male","Active",593,767,372,1111,579,4,549,0
"سمنان","20","آرادان","2006","Male","Unemployed",7,14,17,48,52,0,9,0
"سمنان","20","آرادان","2006","Female","Active",43,35,25,90,174,2,79,0
"سمنان","20","آرادان","2006","Female","Unemployed",1,2,2,7,22,0,1,0
"سمنان","20","میامی","2007","Male","Active",4039,2466,861,1888,932,41,1568,1
"سمنان","20","میامی","2007","Male","Unemployed",188,242,112,241,147,3,36,0
"سمنان","20","میامی","2007","Female","Active",363,122,80,268,317,13,204,0
"سمنان","20","میامی","2007","Female","Unemployed",36,19,17,41,90,1,8,0
"سمنان","20","سرخه","2008","Male","Active",818,773,368,1148,726,11,305,0
"سمنان","20","سرخه","2008","Male","Unemployed",56,74,42,126,58,3,21,0
"سمنان","20","سرخه","2008","Female","Active",63,52,30,113,176,2,36,0
"سمنان","20","سرخه","2008","Female","Unemployed",7,13,2,34,43,0,3,0
"سیستان و بلوچستان","11","ایرانشهر","1101","Male","Active",8821,10333,6806,10206,5594,109,8857,0
"سیستان و بلوچستان","11","ایرانشهر","1101","Male","Unemployed",684,909,710,1403,836,32,1071,0
"سیستان و بلوچستان","11","ایرانشهر","1101","Female","Active",2785,1633,971,2424,3606,37,3762,0
"سیستان و بلوچستان","11","ایرانشهر","1101","Female","Unemployed",314,303,227,691,681,14,517,0
"سیستان و بلوچستان","11","چابهار","1102","Male","Active",13238,9336,5844,5945,4548,120,18225,0
"سیستان و بلوچستان","11","چابهار","1102","Male","Unemployed",1182,745,643,718,635,22,2900,0
"سیستان و بلوچستان","11","چابهار","1102","Female","Active",3233,1042,489,800,2020,32,5464,0
"سیستان و بلوچستان","11","چابهار","1102","Female","Unemployed",621,275,142,247,240,5,998,0
"سیستان و بلوچستان","11","خاش","1103","Male","Active",6703,6126,3977,5769,2959,220,8034,25
"سیستان و بلوچستان","11","خاش","1103","Male","Unemployed",453,535,431,732,504,138,1104,19
"سیستان و بلوچستان","11","خاش","1103","Female","Active",3630,1673,804,1096,1350,73,4647,18
"سیستان و بلوچستان","11","خاش","1103","Female","Unemployed",495,366,181,330,263,37,824,18
"سیستان و بلوچستان","11","زابل","1104","Male","Active",5067,6198,3285,9087,6022,48,2988,0
"سیستان و بلوچستان","11","زابل","1104","Male","Unemployed",333,450,333,1299,1099,4,295,0
"سیستان و بلوچستان","11","زابل","1104","Female","Active",421,384,256,1302,4814,5,519,0
"سیستان و بلوچستان","11","زابل","1104","Female","Unemployed",62,106,88,518,989,2,48,0
"سیستان و بلوچستان","11","زاهدان","1105","Male","Active",29399,26941,12185,29190,23328,379,15407,7
"سیستان و بلوچستان","11","زاهدان","1105","Male","Unemployed",2624,2667,1558,4048,3783,50,1949,2
"سیستان و بلوچستان","11","زاهدان","1105","Female","Active",5313,2191,854,4520,15690,113,3962,2
"سیستان و بلوچستان","11","زاهدان","1105","Female","Unemployed",1089,608,287,1290,2717,20,604,0
"سیستان و بلوچستان","11","سراوان","1106","Male","Active",6717,6127,4292,4829,2586,120,8699,0
"سیستان و بلوچستان","11","سراوان","1106","Male","Unemployed",494,539,451,619,425,32,1082,0
"سیستان و بلوچستان","11","سراوان","1106","Female","Active",2669,1060,569,969,1394,27,4325,0
"سیستان و بلوچستان","11","سراوان","1106","Female","Unemployed",326,194,115,215,208,9,563,0
"سیستان و بلوچستان","11","نیک شهر","1107","Male","Active",4837,4213,2976,2619,2140,87,9440,0
"سیستان و بلوچستان","11","نیک شهر","1107","Male","Unemployed",454,420,292,381,336,24,1433,0
"سیستان و بلوچستان","11","نیک شهر","1107","Female","Active",1642,730,555,698,894,24,4638,0
"سیستان و بلوچستان","11","نیک شهر","1107","Female","Unemployed",215,156,135,272,142,2,606,0
"سیستان و بلوچستان","11","سرباز","1108","Male","Active",8679,6421,3546,2289,1411,110,16359,0
"سیستان و بلوچستان","11","سرباز","1108","Male","Unemployed",520,472,301,219,194,16,2407,0
"سیستان و بلوچستان","11","سرباز","1108","Female","Active",4873,1700,762,734,547,19,12659,0
"سیستان و بلوچستان","11","سرباز","1108","Female","Unemployed",1058,497,224,288,89,10,2398,0
"سیستان و بلوچستان","11","کنارک","1109","Male","Active",6573,4143,2705,4487,2951,77,6146,0
"سیستان و بلوچستان","11","کنارک","1109","Male","Unemployed",398,321,197,332,226,3,709,0
"سیستان و بلوچستان","11","کنارک","1109","Female","Active",1422,395,144,265,470,7,2167,0
"سیستان و بلوچستان","11","کنارک","1109","Female","Unemployed",184,113,49,72,46,1,333,0
"سیستان و بلوچستان","11","زهک","1110","Male","Active",3489,3225,1459,2852,973,47,3123,0
"سیستان و بلوچستان","11","زهک","1110","Male","Unemployed",205,228,122,236,130,5,318,0
"سیستان و بلوچستان","11","زهک","1110","Female","Active",633,279,87,333,568,10,947,0
"سیستان و بلوچستان","11","زهک","1110","Female","Unemployed",110,70,27,108,144,2,153,0
"سیستان و بلوچستان","11","هیرمند","1111","Male","Active",3527,2710,967,1757,454,11,3842,0
"سیستان و بلوچستان","11","هیرمند","1111","Male","Unemployed",299,214,73,141,60,1,610,0
"سیستان و بلوچستان","11","هیرمند","1111","Female","Active",526,155,60,185,156,2,845,0
"سیستان و بلوچستان","11","هیرمند","1111","Female","Unemployed",94,35,14,73,44,0,135,0
"سیستان و بلوچستان","11","دلگان","1112","Male","Active",3342,2081,1574,924,544,44,4242,0
"سیستان و بلوچستان","11","دلگان","1112","Male","Unemployed",133,92,111,72,56,7,505,0
"سیستان و بلوچستان","11","دلگان","1112","Female","Active",605,382,333,265,265,14,1164,0
"سیستان و بلوچستان","11","دلگان","1112","Female","Unemployed",154,91,92,107,21,2,234,0
"سیستان و بلوچستان","11","مهرستان","1113","Male","Active",2621,1654,962,713,557,19,3396,0
"سیستان و بلوچستان","11","مهرستان","1113","Male","Unemployed",266,215,101,79,92,7,496,0
"سیستان و بلوچستان","11","مهرستان","1113","Female","Active",870,236,94,172,180,4,2163,0
"سیستان و بلوچستان","11","مهرستان","1113","Female","Unemployed",130,61,25,34,24,1,345,0
"سیستان و بلوچستان","11","سیب و سوران","1114","Male","Active",3762,3025,1628,1344,897,23,4808,0
"سیستان و بلوچستان","11","سیب و سوران","1114","Male","Unemployed",208,250,136,146,121,6,496,0
"سیستان و بلوچستان","11","سیب و سوران","1114","Female","Active",1119,429,203,297,484,5,2296,0
"سیستان و بلوچستان","11","سیب و سوران","1114","Female","Unemployed",155,78,51,66,72,1,318,0
"سیستان و بلوچستان","11","نیمروز","1115","Male","Active",2501,2305,919,2240,578,10,1807,0
"سیستان و بلوچستان","11","نیمروز","1115","Male","Unemployed",142,112,49,134,75,0,237,0
"سیستان و بلوچستان","11","نیمروز","1115","Female","Active",300,119,68,240,308,0,302,0
"سیستان و بلوچستان","11","نیمروز","1115","Female","Unemployed",47,23,12,120,98,0,57,0
"سیستان و بلوچستان","11","هامون","1116","Male","Active",1910,1706,721,1844,592,21,1546,0
"سیستان و بلوچستان","11","هامون","1116","Male","Unemployed",97,83,37,130,86,4,146,0
"سیستان و بلوچستان","11","هامون","1116","Female","Active",245,144,72,250,309,2,329,0
"سیستان و بلوچستان","11","هامون","1116","Female","Unemployed",44,27,17,112,115,0,42,0
"سیستان و بلوچستان","11","میرجاوه","1117","Male","Active",2017,1504,984,1064,454,22,2141,0
"سیستان و بلوچستان","11","میرجاوه","1117","Male","Unemployed",269,205,135,174,55,5,296,0
"سیستان و بلوچستان","11","میرجاوه","1117","Female","Active",1002,305,181,192,108,8,1047,0
"سیستان و بلوچستان","11","میرجاوه","1117","Female","Unemployed",284,126,83,105,22,1,258,0
"سیستان و بلوچستان","11","قصرقند","1118","Male","Active",2686,1943,1423,1054,695,31,4248,0
"سیستان و بلوچستان","11","قصرقند","1118","Male","Unemployed",145,112,110,73,98,1,455,0
"سیستان و بلوچستان","11","قصرقند","1118","Female","Active",600,260,143,184,247,5,2073,0
"سیستان و بلوچستان","11","قصرقند","1118","Female","Unemployed",97,48,39,70,48,1,301,0
"سیستان و بلوچستان","11","فنوج","1119","Male","Active",1713,1423,1150,965,614,22,3528,0
"سیستان و بلوچستان","11","فنوج","1119","Male","Unemployed",99,127,85,137,108,2,404,0
"سیستان و بلوچستان","11","فنوج","1119","Female","Active",300,170,108,146,235,3,981,0
"سیستان و بلوچستان","11","فنوج","1119","Female","Unemployed",45,29,22,28,29,0,126,0
"فارس","07","آباده","0701","Male","Active",4988,6224,2159,7234,5036,44,1446,0
"فارس","07","آباده","0701","Male","Unemployed",156,383,250,684,669,1,47,0
"فارس","07","آباده","0701","Female","Active",656,363,183,1057,3089,7,441,0
"فارس","07","آباده","0701","Female","Unemployed",35,38,19,198,813,0,5,0
"فارس","07","استهبان","0702","Male","Active",3682,4963,1775,4393,2760,105,1681,0
"فارس","07","استهبان","0702","Male","Unemployed",120,313,182,497,387,4,37,0
"فارس","07","استهبان","0702","Female","Active",534,438,182,689,1450,35,437,0
"فارس","07","استهبان","0702","Female","Unemployed",16,28,18,120,333,0,3,0
"فارس","07","اقلید","0703","Male","Active",5349,5747,2163,5707,5149,49,2440,1
"فارس","07","اقلید","0703","Male","Unemployed",216,455,255,783,973,0,72,0
"فارس","07","اقلید","0703","Female","Active",1077,514,227,914,3045,6,928,0
"فارس","07","اقلید","0703","Female","Unemployed",108,106,48,286,893,0,33,0
"فارس","07","جهرم","0704","Male","Active",13384,16394,5789,14299,10734,165,7896,1
"فارس","07","جهرم","0704","Male","Unemployed",669,1642,856,2286,1905,12,254,0
"فارس","07","جهرم","0704","Female","Active",1412,1165,446,2233,5895,15,1467,0
"فارس","07","جهرم","0704","Female","Unemployed",182,167,81,533,1401,1,61,0
"فارس","07","داراب","0705","Male","Active",11482,13758,5336,10890,8684,126,6087,0
"فارس","07","داراب","0705","Male","Unemployed",265,680,510,1222,1384,7,123,0
"فارس","07","داراب","0705","Female","Active",2068,1136,573,1847,4604,22,2050,0
"فارس","07","داراب","0705","Female","Unemployed",111,132,71,334,967,1,39,0
"فارس","07","سپیدان","0706","Male","Active",5472,6854,2681,5121,3145,43,3230,0
"فارس","07","سپیدان","0706","Male","Unemployed",221,436,351,787,660,4,86,0
"فارس","07","سپیدان","0706","Female","Active",738,509,221,803,1352,5,921,0
"فارس","07","سپیدان","0706","Female","Unemployed",93,117,60,281,429,0,13,0
"فارس","07","شیراز","0707","Male","Active",59098,97409,45160,142185,134235,1252,24724,34
"فارس","07","شیراز","0707","Male","Unemployed",2190,7186,6461,14881,17928,77,660,0
"فارس","07","شیراز","0707","Female","Active",7177,7707,4322,26787,80587,340,5632,1
"فارس","07","شیراز","0707","Female","Unemployed",348,760,667,6217,21699,19,116,0
"فارس","07","فسا","0708","Male","Active",9549,14897,5407,13264,8864,105,4846,0
"فارس","07","فسا","0708","Male","Unemployed",345,1040,743,1749,1615,5,138,0
"فارس","07","فسا","0708","Female","Active",1382,1235,560,2341,5705,34,1217,0
"فارس","07","فسا","0708","Female","Unemployed",75,109,74,533,1577,3,20,0
"فارس","07","فیروزآباد","0709","Male","Active",6587,7721,2602,6976,6331,51,3515,0
"فارس","07","فیروزآباد","0709","Male","Unemployed",338,538,345,693,1140,1,154,0
"فارس","07","فیروزآباد","0709","Female","Active",1939,1013,364,1357,2984,8,1601,0
"فارس","07","فیروزآباد","0709","Female","Unemployed",192,114,47,378,897,0,35,0
"فارس","07","کازرون","0710","Male","Active",12308,18486,7024,17049,11680,152,8588,0
"فارس","07","کازرون","0710","Male","Unemployed",622,1581,967,2354,2829,7,350,0
"فارس","07","کازرون","0710","Female","Active",2197,1627,666,2976,6270,35,2504,0
"فارس","07","کازرون","0710","Female","Unemployed",318,312,163,952,2119,4,84,0
"فارس","07","لارستان","0711","Male","Active",14062,14832,6563,11669,7150,142,6396,0
"فارس","07","لارستان","0711","Male","Unemployed",455,908,630,893,769,2,143,0
"فارس","07","لارستان","0711","Female","Active",3226,2156,1281,3535,4329,41,2153,0
"فارس","07","لارستان","0711","Female","Unemployed",111,133,91,284,610,0,18,0
"فارس","07","مرودشت","0712","Male","Active",19531,23654,9427,19767,13192,178,8697,0
"فارس","07","مرودشت","0712","Male","Unemployed",1641,2660,1639,3793,3152,12,724,0
"فارس","07","مرودشت","0712","Female","Active",2887,2006,1027,3634,6810,24,2715,0
"فارس","07","مرودشت","0712","Female","Unemployed",303,272,189,1016,2222,4,117,0
"فارس","07","ممسنی","0713","Male","Active",3819,5444,2154,8370,7504,49,4467,0
"فارس","07","ممسنی","0713","Male","Unemployed",158,497,340,1610,1930,6,157,0
"فارس","07","ممسنی","0713","Female","Active",678,587,281,1395,3746,14,907,0
"فارس","07","ممسنی","0713","Female","Unemployed",140,160,71,589,1529,4,77,0
"فارس","07","نی ریز","0714","Male","Active",6744,7640,2987,6311,5484,149,2964,0
"فارس","07","نی ریز","0714","Male","Unemployed",230,560,369,749,894,8,80,0
"فارس","07","نی ریز","0714","Female","Active",777,500,297,1109,2864,19,960,0
"فارس","07","نی ریز","0714","Female","Unemployed",60,86,69,290,746,2,16,0
"فارس","07","لامرد","0715","Male","Active",4796,4832,2734,5145,4997,111,2057,0
"فارس","07","لامرد","0715","Male","Unemployed",160,356,323,645,632,15,94,0
"فارس","07","لامرد","0715","Female","Active",1526,772,392,1424,2169,10,1199,0
"فارس","07","لامرد","0715","Female","Unemployed",121,143,90,343,510,4,32,0
"فارس","07","بوانات","0716","Male","Active",3443,2729,1212,3157,2318,58,1759,0
"فارس","07","بوانات","0716","Male","Unemployed",68,169,129,400,368,1,44,0
"فارس","07","بوانات","0716","Female","Active",935,354,161,769,1206,19,813,0
"فارس","07","بوانات","0716","Female","Unemployed",34,21,11,118,278,1,18,0
"فارس","07","ارسنجان","0717","Male","Active",2488,2545,1354,2856,2473,22,912,0
"فارس","07","ارسنجان","0717","Male","Unemployed",74,140,126,358,428,1,41,0
"فارس","07","ارسنجان","0717","Female","Active",599,250,170,567,1213,5,395,0
"فارس","07","ارسنجان","0717","Female","Unemployed",53,38,29,130,283,0,9,0
"فارس","07","خرم بید","0718","Male","Active",2535,3061,1135,3513,2275,15,1089,0
"فارس","07","خرم بید","0718","Male","Unemployed",41,170,104,367,291,1,24,0
"فارس","07","خرم بید","0718","Female","Active",696,344,145,909,1377,2,488,0
"فارس","07","خرم بید","0718","Female","Unemployed",18,12,10,90,306,0,3,0
"فارس","07","زرین دشت","0719","Male","Active",4490,5103,2368,3446,2439,76,2614,0
"فارس","07","زرین دشت","0719","Male","Unemployed",206,516,378,591,394,2,81,0
"فارس","07","زرین دشت","0719","Female","Active",1076,551,362,732,1229,10,1072,0
"فارس","07","زرین دشت","0719","Female","Unemployed",96,62,56,178,373,2,24,0
"فارس","07","قیر و کارزین","0720","Male","Active",4439,4216,2274,3890,3226,48,3435,1
"فارس","07","قیر و کارزین","0720","Male","Unemployed",268,459,399,693,820,3,103,1
"فارس","07","قیر و کارزین","0720","Female","Active",876,481,278,827,1403,12,635,0
"فارس","07","قیر و کارزین","0720","Female","Unemployed",155,126,99,350,556,0,33,0
"فارس","07","مهر","0721","Male","Active",4154,3767,1650,3134,3095,74,1994,0
"فارس","07","مهر","0721","Male","Unemployed",122,242,162,313,386,0,166,0
"فارس","07","مهر","0721","Female","Active",1057,515,301,599,1125,16,859,0
"فارس","07","مهر","0721","Female","Unemployed",48,45,34,71,162,0,27,0
"فارس","07","فراشبند","0722","Male","Active",2545,2597,1060,2294,2649,22,1625,0
"فارس","07","فراشبند","0722","Male","Unemployed",171,323,160,308,451,0,84,0
"فارس","07","فراشبند","0722","Female","Active",694,248,123,395,1052,5,635,0
"فارس","07","فراشبند","0722","Female","Unemployed",158,51,25,120,321,0,45,0
"فارس","07","پاسارگاد","0723","Male","Active",1509,1900,806,1910,1344,9,993,0
"فارس","07","پاسارگاد","0723","Male","Unemployed",44,95,75,257,262,1,12,0
"فارس","07","پاسارگاد","0723","Female","Active",316,188,86,391,768,0,314,0
"فارس","07","پاسارگاد","0723","Female","Unemployed",10,10,6,78,212,0,2,0
"فارس","07","خنج","0724","Male","Active",2685,2839,1043,2049,1311,69,939,0
"فارس","07","خنج","0724","Male","Unemployed",80,152,96,173,172,1,18,0
"فارس","07","خنج","0724","Female","Active",695,390,186,578,634,9,485,0
"فارس","07","خنج","0724","Female","Unemployed",28,38,20,69,107,0,5,0
"فارس","07","سروستان","0725","Male","Active",2155,2756,858,2642,1841,45,936,0
"فارس","07","سروستان","0725","Male","Unemployed",105,200,86,369,290,3,33,0
"فارس","07","سروستان","0725","Female","Active",496,362,142,656,1025,18,300,0
"فارس","07","سروستان","0725","Female","Unemployed",34,38,15,133,282,0,4,0
"فارس","07","رستم","0726","Male","Active",1244,1833,1171,3029,2574,23,1871,0
"فارس","07","رستم","0726","Male","Unemployed",61,172,149,555,669,2,63,0
"فارس","07","رستم","0726","Female","Active",436,344,211,731,1178,4,778,0
"فارس","07","رستم","0726","Female","Unemployed",62,65,57,227,441,0,14,0
"فارس","07","گراش","0727","Male","Active",3905,4570,1843,2541,1368,47,1739,1
"فارس","07","گراش","0727","Male","Unemployed",101,171,101,156,91,1,27,0
"فارس","07","گراش","0727","Female","Active",575,300,211,434,568,9,411,0
"فارس","07","گراش","0727","Female","Unemployed",15,15,10,22,54,1,0,0
"فارس","07","کوار","0728","Male","Active",5394,7009,2220,3547,2287,47,3575,0
"فارس","07","کوار","0728","Male","Unemployed",122,398,231,403,379,3,70,0
"فارس","07","کوار","0728","Female","Active",827,538,209,603,708,6,715,0
"فارس","07","کوار","0728","Female","Unemployed",47,48,39,120,199,1,13,0
"فارس","07","خرامه","0729","Male","Active",3211,4333,1691,3204,1968,29,1851,0
"فارس","07","خرامه","0729","Male","Unemployed",136,381,228,524,331,0,47,0
"فارس","07","خرامه","0729","Female","Active",652,427,229,523,929,6,429,0
"فارس","07","خرامه","0729","Female","Unemployed",57,37,23,102,207,0,9,0
"قزوین","26","بوئین زهرا","2601","Male","Active",9939,9334,3100,7105,3540,86,4119,2
"قزوین","26","بوئین زهرا","2601","Male","Unemployed",616,1048,474,955,444,8,193,0
"قزوین","26","بوئین زهرا","2601","Female","Active",562,359,147,538,1167,8,597,1
"قزوین","26","بوئین زهرا","2601","Female","Unemployed",32,30,18,63,216,1,19,0
"قزوین","26","تاکستان","2602","Male","Active",11941,12505,3983,11867,6333,141,5173,0
"قزوین","26","تاکستان","2602","Male","Unemployed",526,999,472,1412,922,6,195,0
"قزوین","26","تاکستان","2602","Female","Active",866,669,215,1297,3039,10,904,0
"قزوین","26","تاکستان","2602","Female","Unemployed",46,49,35,258,800,0,50,0
"قزوین","26","قزوین","2603","Male","Active",28053,30062,11362,42630,41775,293,10495,1
"قزوین","26","قزوین","2603","Male","Unemployed",1829,3182,1703,5595,5345,10,451,0
"قزوین","26","قزوین","2603","Female","Active",2693,1979,973,5875,22217,56,2627,0
"قزوین","26","قزوین","2603","Female","Unemployed",161,214,152,1273,5225,3,58,0
"قزوین","26","آبیک","2604","Male","Active",6351,6528,2775,7349,4481,34,1825,0
"قزوین","26","آبیک","2604","Male","Unemployed",310,592,369,746,484,0,101,0
"قزوین","26","آبیک","2604","Female","Active",585,412,166,869,1613,3,309,0
"قزوین","26","آبیک","2604","Female","Unemployed",32,41,18,142,343,0,14,0
"قزوین","26","البرز","2605","Male","Active",10340,14336,5704,22985,12951,83,2460,0
"قزوین","26","البرز","2605","Male","Unemployed",921,1803,964,3134,1640,6,237,0
"قزوین","26","البرز","2605","Female","Active",875,1062,416,3274,5428,14,420,0
"قزوین","26","البرز","2605","Female","Unemployed",158,307,122,1149,1948,4,33,0
"قزوین","26","آوج","2606","Male","Active",4703,2855,1116,2054,1126,48,2098,0
"قزوین","26","آوج","2606","Male","Unemployed",240,353,174,360,135,0,48,0
"قزوین","26","آوج","2606","Female","Active",300,143,67,300,442,5,258,0
"قزوین","26","آوج","2606","Female","Unemployed",62,35,10,100,121,0,14,0
"اصفهان","10","اردستان","1001","Male","Active",2044,1932,601,3590,2402,12,1010,0
"اصفهان","10","اردستان","1001","Male","Unemployed",84,126,69,393,320,0,27,0
"اصفهان","10","اردستان","1001","Female","Active",239,125,15,361,1219,7,414,0
"اصفهان","10","اردستان","1001","Female","Unemployed",22,15,4,65,327,0,3,0
"اصفهان","10","اصفهان","1002","Male","Active",90328,109384,46167,176786,163878,1009,32889,41
"اصفهان","10","اصفهان","1002","Male","Unemployed",6709,11648,7015,20839,21636,51,1964,1
"اصفهان","10","اصفهان","1002","Female","Active",7130,5507,2586,24443,85165,168,5302,6
"اصفهان","10","اصفهان","1002","Female","Unemployed",693,921,508,5823,22364,11,244,0
"اصفهان","10","خمینی شهر","1003","Male","Active",21086,22869,7302,23246,11802,106,6357,53
"اصفهان","10","خمینی شهر","1003","Male","Unemployed",1927,2746,1188,2875,1861,5,622,0
"اصفهان","10","خمینی شهر","1003","Female","Active",1041,824,320,2076,4458,10,1057,8
"اصفهان","10","خمینی شهر","1003","Female","Unemployed",83,99,78,490,1176,2,37,0
"اصفهان","10","خوانسار","1004","Male","Active",1683,1937,778,2734,1399,13,763,0
"اصفهان","10","خوانسار","1004","Male","Unemployed",159,315,143,452,266,0,55,0
"اصفهان","10","خوانسار","1004","Female","Active",84,74,32,273,778,3,90,0
"اصفهان","10","خوانسار","1004","Female","Unemployed",19,20,9,94,198,0,1,0
"اصفهان","10","سمیرم","1005","Male","Active",4546,4581,1837,5683,3995,44,2597,0
"اصفهان","10","سمیرم","1005","Male","Unemployed",259,473,271,829,816,0,83,0
"اصفهان","10","سمیرم","1005","Female","Active",540,239,129,610,1675,7,538,0
"اصفهان","10","سمیرم","1005","Female","Unemployed",58,55,36,204,548,0,15,0
"اصفهان","10","فریدن","1006","Male","Active",3073,3099,1086,3530,2097,25,1896,1
"اصفهان","10","فریدن","1006","Male","Unemployed",247,427,180,574,390,1,108,0
"اصفهان","10","فریدن","1006","Female","Active",164,105,47,275,978,7,298,0
"اصفهان","10","فریدن","1006","Female","Unemployed",22,22,11,80,270,0,14,0
"اصفهان","10","فریدون شهر","1007","Male","Active",2343,2104,885,2288,1555,11,1296,0
"اصفهان","10","فریدون شهر","1007","Male","Unemployed",204,286,196,309,187,0,71,0
"اصفهان","10","فریدون شهر","1007","Female","Active",184,115,42,211,586,2,252,0
"اصفهان","10","فریدون شهر","1007","Female","Unemployed",30,38,16,54,152,0,9,0
"اصفهان","10","فلاورجان","1008","Male","Active",17911,18952,6258,18855,6618,114,6187,0
"اصفهان","10","فلاورجان","1008","Male","Unemployed",1398,2363,1107,2537,1057,4,334,0
"اصفهان","10","فلاورجان","1008","Female","Active",1274,823,275,1837,2648,17,1058,0
"اصفهان","10","فلاورجان","1008","Female","Unemployed",115,126,58,453,777,1,39,0
"اصفهان","10","شهرضا","1009","Male","Active",8523,9487,3469,13265,9425,60,2542,2
"اصفهان","10","شهرضا","1009","Male","Unemployed",453,840,360,1184,1257,1,100,0
"اصفهان","10","شهرضا","1009","Female","Active",748,348,112,1074,3851,7,634,0
"اصفهان","10","شهرضا","1009","Female","Unemployed",29,23,8,130,836,1,20,0
"اصفهان","10","کاشان","1010","Male","Active",20531,19359,6043,24189,20855,278,6364,37
"اصفهان","10","کاشان","1010","Male","Unemployed",781,1163,485,1560,1867,10,175,0
"اصفهان","10","کاشان","1010","Female","Active",2373,1278,433,2959,8442,42,1656,4
"اصفهان","10","کاشان","1010","Female","Unemployed",231,252,106,661,1551,3,77,0
"اصفهان","10","گلپایگان","1011","Male","Active",4226,5310,1961,7989,4329,58,1774,3
"اصفهان","10","گلپایگان","1011","Male","Unemployed",237,514,320,954,680,0,70,1
"اصفهان","10","گلپایگان","1011","Female","Active",485,307,115,857,2252,9,510,0
"اصفهان","10","گلپایگان","1011","Female","Unemployed",29,35,36,230,676,0,11,0
"اصفهان","10","لنجان","1012","Male","Active",10002,15096,7293,24715,12831,142,2625,16
