"province_name","age_group","male2011","female2011","male2016","female2016","rate_male","rate_female"
"سیستان و بلوچستان","45-49",36468,40690,50155,50271,7.5063068991993,4.70926517571885
"سیستان و بلوچستان","50-54",33504,35241,34250,37207,0.445319961795606,1.11574586419228
"سیستان و بلوچستان","55-59",25990,25058,30101,31068,3.16352443247403,4.79687125867986
"سیستان و بلوچستان","60-64",18073,19592,23595,22788,6.11077297626293,3.26255614536545
"سیستان و بلوچستان","65-69",12840,12080,15699,16723,4.45327102803738,7.68708609271523
"سیستان و بلوچستان","70-74",9199,9154,10794,9903,3.46776823567779,1.63644308499017
"سیستان و بلوچستان","75-79",9648,8161,6970,6197,-5.5514096185738,-4.81313564514153
"سیستان و بلوچستان","80-84",6318,4765,6735,5110,1.32003798670465,1.44805876180483
"سیستان و بلوچستان","85-89",3023,2491,3683,2785,4.3665233212041,2.36049779205138
"سیستان و بلوچستان","90-94",1480,1091,1528,1173,0.648648648648649,1.5032080659945
"سیستان و بلوچستان","95-99",499,515,610,528,4.44889779559118,0.504854368932039
"سیستان و بلوچستان",">100",373,425,317,443,-3.00268096514745,0.847058823529412
"سیستان و بلوچستان","unknown",343,163,NA,NA,NA,NA
"فارس","0-4",186285,177656,206769,195245,2.19921088654481,1.98011888143378
"فارس","5-9",168541,159282,193313,184830,2.9395814668241,3.20789543074547
"فارس","10-14",168476,162833,170319,162488,0.218784871435694,-0.042374702916485
"فارس","15-19",203870,197171,163223,154447,-3.98754108010006,-4.33370018917589
"فارس","20-24",271251,271501,196510,185995,-5.51083682640801,-6.29876133052917
"فارس","25-29",281700,278799,266350,257233,-1.08981185658502,-1.54706437254079
"فارس","30-34",213878,215342,279786,273436,6.16313973386697,5.39551039741435
"فارس","35-39",166763,163716,218763,215881,6.23639536347991,6.37262088006059
"فارس","40-44",149606,147062,166187,162888,2.2166223279815,2.15228951054657
"فارس","45-49",123139,121424,147925,144060,4.02569454031623,3.72842271709053
"فارس","50-54",111856,108076,119947,117357,1.44668144757545,1.71749509604352
"فارس","55-59",84152,86391,106253,103313,5.25263808346801,3.91753770647405
"فارس","60-64",54739,62123,79681,82400,9.11306381190741,6.52801699853516
"فارس","65-69",33181,37861,50236,57204,10.279979506344,10.2179023269327
"فارس","70-74",33715,33372,29716,32963,-2.37223787631618,-0.24511566582764
"فارس","75-79",28438,25485,27890,26172,-0.385399817146072,0.539140670982931
"فارس","80-84",21093,19568,21330,18233,0.224719101123595,-1.36447260834015
"فارس","85-89",9600,9247,12527,11267,6.09791666666667,4.36898453552504
"فارس","90-94",1586,2398,3947,3778,29.7730138713745,11.5095913261051
"فارس","95-99",309,476,467,617,10.2265372168285,5.92436974789916
"فارس",">100",245,426,112,216,-10.8571428571429,-9.85915492957747
"فارس","unknown",3491,535,NA,NA,NA,NA
"قزوین","0-4",48998,46176,56197,52849,2.93848728519531,2.89024601524602
"قزوین","5-9",45490,42700,50540,47644,2.22026819081117,2.31569086651054
"قزوین","10-14",43550,41656,46364,43465,1.29230769230769,0.868542346840791
"قزوین","15-19",53064,52290,40654,39777,-4.67737072214684,-4.78600114744693
"قزوین","20-24",68883,68957,50227,50260,-5.41672110680429,-5.4227997157649
"قزوین","25-29",73137,70981,68810,66114,-1.18325881564735,-1.37135289725419
"قزوین","30-34",59406,55297,73305,69097,4.67932532067468,4.99122918060654
"قزوین","35-39",50377,46295,60709,55407,4.10187188597971,3.93649422183821
"قزوین","40-44",40545,39218,50775,46176,5.04624491305956,3.54837064613188
"قزوین","45-49",32925,31734,40029,38233,4.31526195899772,4.09592235457238
"قزوین","50-54",26708,26743,31945,30606,3.92167140931556,2.88898029390869
"قزوین","55-59",19202,19799,25321,25578,6.37329444849495,5.83766856911965
"قزوین","60-64",13180,14938,17921,18973,7.19423368740516,5.40232962913375
"قزوین","65-69",10883,11559,12024,13841,2.09684829550675,3.94843844623237
"قزوین","70-74",8341,8815,9704,10259,3.26819326219878,3.27623369256948
"قزوین","75-79",8097,7837,6824,6796,-3.14437445967642,-2.65662881204543
"قزوین","80-84",4030,4025,5732,4930,8.44665012406948,4.49689440993789
"قزوین","85-89",2179,1993,2362,2331,1.67966957319871,3.39187155042649
"قزوین","90-94",551,477,894,736,12.4500907441016,10.8595387840671
"قزوین","95-99",112,133,147,146,6.25,1.95488721804511
"قزوین",">100",26,56,15,44,-8.46153846153846,-4.28571428571429
"قزوین","unknown",120,82,NA,NA,NA,NA
"قم","0-4",53923,50464,66282,63323,4.58394377167442,5.09630627774255
"قم","5-9",47714,45433,57012,53945,3.89738860711741,3.74705610459358
"قم","10-14",45430,44107,48394,46276,1.30486462689853,0.983517355521799
"قم","15-19",51176,49611,46009,45483,-2.01930592465218,-1.66414706415916
"قم","20-24",65411,65696,52360,53837,-3.99046032012964,-3.61026546517292
"قم","25-29",70408,68185,69440,68114,-0.274968753550733,-0.0208256948009093
"قم","30-34",56113,52406,71998,69106,5.66178960312227,6.37331603251536
"قم","35-39",45746,41932,58415,54723,5.53884492633236,6.10082991510064
"قم","40-44",37084,35490,46134,42383,4.88081113148528,3.88447449985912
"قم","45-49",30623,29017,37663,35471,4.5978512882474,4.44842678429886
"قم","50-54",26186,24182,30163,28251,3.03750095470862,3.36531304275908
"قم","55-59",18915,17871,24671,23376,6.08617499339149,6.16081920429747
"قم","60-64",11150,12524,18416,17362,13.0331838565022,7.7259661450016
"قم","65-69",8083,8498,10369,11561,5.65631572435977,7.20875500117675
"قم","70-74",7843,7270,7539,7811,-0.775213566237409,1.48830811554333
"قم","75-79",6101,5194,6117,5701,0.0524504179642681,1.95225259915287
"قم","80-84",3274,3353,4504,3934,7.51374465485644,3.46555323590814
"قم","85-89",1742,2029,2052,2091,3.55912743972445,0.611138491867915
"قم","90-94",434,485,830,780,18.2488479262673,12.1649484536082
"قم","95-99",113,115,132,162,3.36283185840708,8.17391304347826
"قم",">100",69,102,40,53,-8.40579710144928,-9.6078431372549
"قم","unknown",123,47,NA,NA,NA,NA
"کردستان","0-4",62868,60295,72968,69039,3.21308137685309,2.90040633551704
"کردستان","5-9",57473,54735,64966,62465,2.60748525394533,2.82451813282178
"کردستان","10-14",56781,54502,57991,55660,0.426198904563146,0.424938534365711
"کردستان","15-19",73175,74169,53288,52509,-5.43546293132901,-5.84071512356915
"کردستان","20-24",87527,90677,71704,69564,-3.61557005266946,-4.65674867937845
"کردستان","25-29",83314,83194,90338,87855,1.6861511870754,1.12051349856961
"کردستان","30-34",68606,64788,85288,82510,4.86313150453313,5.47076619126999
"کردستان","35-39",56849,54914,71053,65360,4.99709757427571,3.80449430017846
"کردستان","40-44",48849,48482,57047,55119,3.35646584372249,2.73792335299699
"کردستان","45-49",35598,36460,48740,47875,7.38356087420642,6.26165660998354
"کردستان","50-54",31788,32349,34857,35924,1.93091732729332,2.21026925098148
"کردستان","55-59",27620,26745,30464,31282,2.05937726285301,3.39278369788746
"کردستان","60-64",17252,20330,26166,25801,10.3338743334106,5.38219380226267
"کردستان","65-69",12120,13140,15661,18802,5.84323432343234,8.6179604261796
"کردستان","70-74",11082,10432,10673,11404,-0.738133910846418,1.86349693251534
"کردستان","75-79",9250,8530,8928,8467,-0.696216216216216,-0.147713950762016
"کردستان","80-84",5504,5083,6601,6149,3.98619186046512,4.19437340153453
"کردستان","85-89",2885,2281,3275,2885,2.70363951473137,5.29592284085927
"کردستان","90-94",863,690,1389,957,12.1900347624565,7.73913043478261
"کردستان","95-99",516,262,516,335,0,5.57251908396947
"کردستان",">100",1148,394,863,273,-4.96515679442509,-6.14213197969543
"کردستان","unknown",88,37,NA,NA,NA,NA
"کرمان","0-4",142078,135807,161136,154318,2.6827517279241,2.72607450278704
"کرمان","5-9",130377,125313,148687,141765,2.8087776218198,2.625745134184
"کرمان","10-14",127413,123692,128165,122793,0.118041330162542,-0.145361058112085
"کرمان","15-19",150846,145372,124679,118129,-3.4693661084815,-3.7480395124233
"کرمان","20-24",175304,175819,143746,135463,-3.60037420709168,-4.59063013667465
"کرمان","25-29",167255,166031,170748,161958,0.417685569938118,-0.490631267654836
"کرمان","30-34",131506,127184,169927,160246,5.84323148753669,5.19908164549
"کرمان","35-39",102979,97428,138173,128075,6.83517998815292,6.29120991911976
"کرمان","40-44",83696,82391,101886,96108,4.34668323456318,3.32973261642655
"کرمان","45-49",66513,68553,84377,80943,5.37158149534677,3.6147214563914
"کرمان","50-54",59631,60442,66052,66328,2.15357783703107,1.94765229476192
"کرمان","55-59",44551,45766,56574,57236,5.39740971021975,5.01245466066512
"کرمان","60-64",28410,31436,42535,43478,9.94368180218233,7.66128006107647
"کرمان","65-69",19326,21778,26538,29082,7.46352064576219,6.70768665625861
"کرمان","70-74",18234,18109,17640,18673,-0.651530108588351,0.622894693246452
"کرمان","75-79",16018,14469,15069,14389,-1.18491696841054,-0.110581242656714
"کرمان","80-84",10389,9748,12241,10232,3.56530946193089,0.993024210094378
"کرمان","85-89",5758,5089,6186,5123,1.48662730114623,0.133621536647671
"کرمان","90-94",1232,1288,2710,2067,23.9935064935065,12.0962732919255
"کرمان","95-99",290,343,475,489,12.7586206896552,8.5131195335277
"کرمان",">100",194,201,144,135,-5.15463917525773,-6.56716417910448
"کرمان","unknown",339,390,NA,NA,NA,NA
"کرمانشاه","0-4",74498,69531,79740,72831,1.40728610164031,0.94921689606075
"کرمانشاه","5-9",68489,64756,73649,68204,1.50681131276555,1.06492062511582
"کرمانشاه","10-14",70655,67277,67684,63593,-0.840987898945581,-1.09517368491461
"کرمانشاه","15-19",98443,91123,67840,61742,-6.21740499578436,-6.44864633517334
"کرمانشاه","20-24",120665,114707,86825,81015,-5.60891725023826,-5.87444532591734
"کرمانشاه","25-29",112865,111520,107584,104032,-0.935808266513091,-1.3428981348637
"کرمانشاه","30-34",83603,84962,105134,104624,5.15077210147961,4.6284221181234
"کرمانشاه","35-39",70588,70406,80527,81305,2.81605938686462,3.09604295088487
"کرمانشاه","40-44",65679,66071,67969,67681,0.697330958144917,0.487354512569811
"کرمانشاه","45-49",52285,53877,62604,63165,3.94721239361193,3.44785344395568
"کرمانشاه","50-54",46902,47609,49639,51251,1.16711440876722,1.52996282215547
"کرمانشاه","55-59",35615,37356,43488,44607,4.42117085497684,3.88210729200128
"کرمانشاه","60-64",23804,29341,32966,34939,7.69786590488993,3.81582086500119
"کرمانشاه","65-69",14987,17824,21188,26713,8.2751718155735,9.9741921005386
"کرمانشاه","70-74",14596,14509,12963,15299,-2.23759934228556,1.08897925425598
"کرمانشاه","75-79",13537,11496,11667,10465,-2.76279825662998,-1.79366736256089
"کرمانشاه","80-84",9094,7042,9451,7819,0.785133054761381,2.20675944333996
"کرمانشاه","85-89",4091,2903,5078,3694,4.82522610608653,5.44953496383052
"کرمانشاه","90-94",826,673,1684,1192,20.774818401937,15.4234769687964
"کرمانشاه","95-99",165,161,267,182,12.3636363636364,2.60869565217391
"کرمانشاه",">100",135,131,68,66,-9.92592592592593,-9.9236641221374
"کرمانشاه","unknown",258,172,NA,NA,NA,NA
"کهگیلویه و بویراحمد","0-4",33124,32066,38085,35624,2.99541118222437,2.21917295577871
"کهگیلویه و بویراحمد","5-9",28742,27269,33832,32245,3.54185512490432,3.64956544061022
"کهگیلویه و بویراحمد","10-14",27055,25843,28376,27085,0.976529292182591,0.961188716480285
"کهگیلویه و بویراحمد","15-19",33982,35015,25728,25403,-4.85786592902125,-5.49021847779523
"کهگیلویه و بویراحمد","20-24",39684,42040,32051,32398,-3.84689043443201,-4.58705994291151
"کهگیلویه و بویراحمد","25-29",36397,37654,41719,40354,2.92441684754238,1.43411058586073
"کهگیلویه و بویراحمد","30-34",28308,29915,37556,37366,6.53384202345627,4.98144743439746
"کهگیلویه و بویراحمد","35-39",23994,23659,29148,29256,4.29607401850463,4.73139185933471
"کهگیلویه و بویراحمد","40-44",19339,19546,23795,23160,4.60830446248513,3.69794331320986
"کهگیلویه و بویراحمد","45-49",13610,14324,19015,18851,7.9426891991183,6.32086009494555
"کهگیلویه و بویراحمد","50-54",13371,12871,13009,13602,-0.541470346271782,1.1358868774765
"کهگیلویه و بویراحمد","55-59",10113,9367,12647,11845,5.01137150202709,5.29091491406
"کهگیلویه و بویراحمد","60-64",5231,6502,9266,8790,15.427260562034,7.0378345124577
"کهگیلویه و بویراحمد","65-69",3797,3770,4850,5804,5.54648406636819,10.790450928382
"کهگیلویه و بویراحمد","70-74",4662,3502,3343,3298,-5.65851565851566,-1.16504854368932
"کهگیلویه و بویراحمد","75-79",4044,3096,3943,2528,-0.499505440158259,-3.66925064599483
"کهگیلویه و بویراحمد","80-84",2673,2009,3089,2435,3.112607557052,4.24091587854654
"کهگیلویه و بویراحمد","85-89",703,708,1591,1181,25.2631578947368,13.361581920904
"کهگیلویه و بویراحمد","90-94",141,218,261,314,17.0212765957447,8.80733944954128
"کهگیلویه و بویراحمد","95-99",33,72,55,80,13.3333333333333,2.22222222222222
"کهگیلویه و بویراحمد",">100",45,82,27,47,-8,-8.53658536585366
"کهگیلویه و بویراحمد","unknown",31,22,NA,NA,NA,NA
"گلستان","0-4",85505,82670,98246,93886,2.98017659785977,2.71343897423491
"گلستان","5-9",73325,70443,84895,82283,3.15581316058643,3.36158312394418
"گلستان","10-14",69767,67821,72245,69556,0.71036449897516,0.511640937172852
"گلستان","15-19",83575,83392,65087,63421,-4.4242895602752,-4.78966807367613
"گلستان","20-24",101667,101834,77647,75192,-4.72523040908063,-5.23243710352142
"گلستان","25-29",97789,98839,97414,93345,-0.0766957428749655,-1.11170691730997
"گلستان","30-34",79094,81386,94444,95118,3.88145750625838,3.37453616101049
"گلستان","35-39",68179,68164,78285,80019,2.96454920136699,3.47837568217828
"گلستان","40-44",54033,54187,65875,66663,4.38324727481354,4.6047945079078
"گلستان","45-49",46872,47466,52268,52245,2.30244068953746,2.01365187713311
"گلستان","50-54",40183,40077,44781,45551,2.28852997536272,2.73174139780922
"گلستان","55-59",27836,29726,37173,37486,6.7085788187958,5.22101863688354
"گلستان","60-64",18395,22417,25519,27476,7.74558303886926,4.51353883213633
"گلستان","65-69",13194,14615,16325,19751,4.74609671062604,7.02839548409169
"گلستان","70-74",9989,10509,11077,12409,2.17839623585945,3.61594823484632
"گلستان","75-79",9063,8175,7643,7542,-3.13362021405716,-1.54862385321101
"گلستان","80-84",4790,4610,6044,5315,5.23590814196242,3.058568329718
"گلستان","85-89",2110,2006,2446,2286,3.18483412322275,2.79162512462612
"گلستان","90-94",395,505,786,772,19.7974683544304,10.5742574257426
"گلستان","95-99",85,125,101,132,3.76470588235294,1.12
"گلستان",">100",70,92,26,44,-12.5714285714286,-10.4347826086957
"گلستان","unknown",914,1125,NA,NA,NA,NA
"گیلان","0-4",73512,70054,74517,71635,0.273424746980085,0.451366089017044
"گیلان","5-9",75385,72156,76823,73764,0.381508257610931,0.445700981207384
"گیلان","10-14",87009,84332,78235,74804,-2.01680285947431,-2.25964046862401
"گیلان","15-19",101913,100916,81989,80113,-3.91000166808945,-4.12283483293036
"گیلان","20-24",119040,121173,94788,91851,-4.07459677419355,-4.83969201059642
"گیلان","25-29",125183,126600,116181,112061,-1.43821445403929,-2.29684044233807
"گیلان","30-34",106938,111774,125916,124204,3.54934635022162,2.22413083543579
"گیلان","35-39",95004,97442,110453,112264,3.25228411435308,3.04221998727448
"گیلان","40-44",96924,97697,95606,97546,-0.271965663819075,-0.0309119010819165
"گیلان","45-49",84005,84885,96514,96886,2.97815606213916,2.82759026918772
"گیلان","50-54",71783,74325,83385,83619,3.23252023459593,2.50090817356206
"گیلان","55-59",56715,59320,69752,72477,4.59737282905757,4.43594066082266
"گیلان","60-64",41052,44569,53729,56927,6.17606937542629,5.54555857210168
"گیلان","65-69",29346,32315,38058,40685,5.93743610713556,5.18025684666564
"گیلان","70-74",25531,27591,26055,27758,0.410481375582625,0.121053966873256
"گیلان","75-79",22926,22336,20497,20996,-2.1189915379918,-1.19985673352436
"گیلان","80-84",12939,13658,15878,15357,4.54285493469356,2.48791916825304
"گیلان","85-89",5685,6151,6943,7402,4.42568161829375,4.06763127946675
"گیلان","90-94",715,1147,2089,2411,38.4335664335664,22.0401046207498
"گیلان","95-99",151,217,163,293,1.58940397350993,7.00460829493088
"گیلان",">100",58,160,26,46,-11.0344827586207,-14.25
"گیلان","unknown",119,123,NA,NA,NA,NA
"لرستان","0-4",75500,70126,84792,77527,2.46145695364238,2.11077203890141
"لرستان","5-9",67487,63666,73612,69193,1.81516440203298,1.73624854710521
"لرستان","10-14",68913,65687,65438,62423,-1.00851798644668,-0.993803949031011
"لرستان","15-19",91709,88068,62062,59209,-6.46545050104134,-6.55379933687605
"لرستان","20-24",107434,107307,80497,74516,-5.01461362324776,-6.11162365922074
"لرستان","25-29",100280,98306,96065,91684,-0.840646190666135,-1.3472219396578
"لرستان","30-34",79565,80528,91140,89700,2.90957079117703,2.27796542817405
"لرستان","35-39",65261,64958,76468,76598,3.43451678644213,3.58385418270267
"لرستان","40-44",54038,54684,62137,61783,2.99752026351827,2.59637188208617
"لرستان","45-49",40609,40756,51218,51669,5.2249501342067,5.35528511139464
"لرستان","50-54",39548,38364,37813,38311,-0.877414787094164,-0.0276300698571578
"لرستان","55-59",26616,30405,35920,35403,6.99128343853321,3.28761716822891
"لرستان","60-64",16197,22145,24322,28036,10.0327221090325,5.32038834951456
"لرستان","65-69",12504,13911,14743,19866,3.58125399872041,8.5615699805909
"لرستان","70-74",14096,12723,10734,11774,-4.77014755959137,-1.49178652833451
"لرستان","75-79",12149,8882,11254,9681,-1.47337229401597,1.79914433686107
"لرستان","80-84",7507,6096,8766,6167,3.3542027441055,0.232939632545932
"لرستان","85-89",3237,2861,4311,2985,6.63577386468953,0.866829779797274
"لرستان","90-94",625,605,1329,955,22.528,11.5702479338843
"لرستان","95-99",156,157,210,206,6.92307692307692,6.24203821656051
"لرستان",">100",83,181,58,74,-6.02409638554217,-11.8232044198895
"لرستان","unknown",179,134,NA,NA,NA,NA
"مازندران","0-4",101516,98360,111520,106070,1.97092084006462,1.56771045140301
"مازندران","5-9",100298,95955,109500,106744,1.83493190292927,2.24876244072742
"مازندران","10-14",105658,102208,104945,101892,-0.134963750970111,-0.0618346900438322
"مازندران","15-19",120676,117759,105016,101270,-2.59537936292221,-2.80046535721261
"مازندران","20-24",166702,163252,118369,116713,-5.79873066909815,-5.70149217161199
"مازندران","25-29",178840,174404,164116,158874,-1.64661149630955,-1.78092245590697
"مازندران","30-34",138975,137604,185374,179300,6.6773160640403,6.06028894508881
"مازندران","35-39",120873,119181,147596,143201,4.42166571525485,4.0308438425588
"مازندران","40-44",114178,114005,123860,122740,1.69594843139659,1.53238893031007
"مازندران","45-49",99641,100485,116688,115758,3.42168384500356,3.03985669502911
"مازندران","50-54",84141,87740,99814,100789,3.72541329435115,2.97447002507408
"مازندران","55-59",62139,66927,82501,86131,6.55369413733726,5.73879002495256
"مازندران","60-64",46173,49795,60893,65668,6.37602061811015,6.37533888944673
"مازندران","65-69",31598,33414,44054,47798,7.88404329387936,8.60956485305561
"مازندران","70-74",26273,26780,28821,29853,1.93963384463137,2.29499626587005
"مازندران","75-79",23358,22873,22391,21538,-0.827981847760938,-1.16731517509728
"مازندران","80-84",12959,12160,17400,15592,6.85392391388224,5.64473684210526
"مازندران","85-89",6620,6093,7830,6804,3.65558912386707,2.33382570162482
"مازندران","90-94",1266,1324,2912,2430,26.0031595576619,16.7069486404834
"مازندران","95-99",320,420,339,351,1.1875,-3.28571428571429
"مازندران",">100",104,158,59,68,-8.65384615384615,-11.3924050632911
"مازندران","unknown",427,311,NA,NA,NA,NA
"مرکزی","0-4",53804,51102,58244,54535,1.65043491190246,1.34358733513365
"مرکزی","5-9",50413,48107,53084,50517,1.05964731319303,1.00193319059596
"مرکزی","10-14",50902,48880,48689,46828,-0.869513968016974,-0.839607201309329
"مرکزی","15-19",60183,58316,47140,45323,-4.33444660452287,-4.45606694560669
"مرکزی","20-24",78560,76768,56570,54032,-5.59826883910387,-5.92330137557316
"مرکزی","25-29",81422,78302,73092,70218,-2.04613003856452,-2.06482593037215
"مرکزی","30-34",66421,64550,77273,74035,3.26764125803586,2.93880712625871
"مرکزی","35-39",57437,53591,64785,62380,2.558629454881,3.28002836297139
"مرکزی","40-44",49171,46820,54726,51555,2.25946187793618,2.02263989747971
"مرکزی","45-49",41947,38309,46613,44712,2.22471213674399,3.34281761465974
"مرکزی","50-54",33903,33167,39737,36653,3.44158334070731,2.10208942623692
"مرکزی","55-59",24367,26361,31425,31614,5.79308080600813,3.98543302606123
"مرکزی","60-64",15951,20211,22770,24841,8.54993417340606,4.58166345059621
"مرکزی","65-69",13538,16036,14511,17853,1.43743536711479,2.26615115989025
"مرکزی","70-74",13757,15438,11897,14208,-2.70407792396598,-1.59347065682083
"مرکزی","75-79",11961,10930,10713,11105,-2.08678204163531,0.320219579139982
"مرکزی","80-84",6634,6780,8636,7892,6.03557431413928,3.28023598820059
"مرکزی","85-89",3794,3475,3879,3679,0.448075909330522,1.17410071942446
"مرکزی","90-94",1011,956,1615,1403,11.948565776459,9.35146443514644
"مرکزی","95-99",175,145,307,287,15.0857142857143,19.5862068965517
"مرکزی",">100",72,124,45,54,-7.5,-11.2903225806452
"مرکزی","unknown",104,64,NA,NA,NA,NA
"هرمزگان","0-4",85866,82276,105999,100880,4.68939976242052,4.52233944285089
"هرمزگان","5-9",75575,72319,89716,85800,3.74224280516044,3.72820420636347
"هرمزگان","10-14",71826,69201,74694,71571,0.79859660847047,0.684961199982659
"هرمزگان","15-19",83139,79876,71021,66895,-2.91511805530497,-3.25028794631679
"هرمزگان","20-24",95844,93213,82457,80242,-2.79349776720504,-2.78308819585251
"هرمزگان","25-29",91867,91468,99821,97786,1.73163377491373,1.38146674246731
"هرمزگان","30-34",73636,71384,100217,95598,7.21956651637786,6.78415331166648
"هرمزگان","35-39",55913,50785,76776,70876,7.46266521202583,7.91217879295067
"هرمزگان","40-44",42888,39600,54765,49348,5.53861219921656,4.92323232323232
"هرمزگان","45-49",31777,31992,41224,38410,5.94580986247915,4.01225306326582
"هرمزگان","50-54",29464,28346,30162,30804,0.473798533803964,1.73428349678967
"هرمزگان","55-59",20234,19894,27341,26618,7.02480972620342,6.75982708354278
"هرمزگان","60-64",12721,15155,18794,19023,9.54799151010141,5.1045859452326
"هرمزگان","65-69",6656,7876,11408,13947,14.2788461538462,15.4164550533266
"هرمزگان","70-74",6826,6731,5628,6842,-3.51010840902432,0.329817263408112
"هرمزگان","75-79",8292,6567,5378,5478,-7.02846116739026,-3.31658291457286
"هرمزگان","80-84",6036,5002,6128,4922,0.304837640821736,-0.319872051179528
"هرمزگان","85-89",2212,2333,3799,2874,14.3490054249548,4.63780540077154
"هرمزگان","90-94",618,766,1098,1186,15.5339805825243,10.9660574412533
"هرمزگان","95-99",232,252,251,313,1.63793103448276,4.84126984126984
"هرمزگان",">100",195,278,137,188,-5.94871794871795,-6.47482014388489
"هرمزگان","unknown",941,111,NA,NA,NA,NA
"همدان","0-4",69013,65234,76092,70794,2.051497543941,1.70463255357636
"همدان","5-9",60662,57839,67151,62825,2.13939533810293,1.72409619806705
"همدان","10-14",65137,62685,59490,56472,-1.73388396763744,-1.98229241445322
"همدان","15-19",82505,80770,57124,55269,-6.15259681231441,-6.31447319549338
"همدان","20-24",103808,103719,71031,68460,-6.31492755856967,-6.7989471552946
"همدان","25-29",99477,97768,91122,87339,-1.6797852769987,-2.13341788724327
"همدان","30-34",78448,76518,91462,89085,3.3178666122782,3.28471732141457
"همدان","35-39",67345,64639,75723,72851,2.48808374786547,2.54088089234054
"همدان","40-44",56371,56510,63966,61823,2.694647957283,1.88037515483985
"همدان","45-49",48900,45057,54061,53454,2.11083844580777,3.72727878021173
"همدان","50-54",40968,41215,46225,42717,2.566393282562,0.728860851631687
"همدان","55-59",32147,33816,37598,38351,3.39129623292998,2.68216229004022
"همدان","60-64",19805,25410,29530,31668,9.82075233526887,4.92561983471074
"همدان","65-69",16115,20066,17929,23174,2.25131864722308,3.09777733479518
"همدان","70-74",16060,17008,13867,16466,-2.73100871731009,-0.637347130761994
"همدان","75-79",14128,11842,12800,12938,-1.87995469988675,1.85103867589934
"همدان","80-84",6890,7938,9585,8172,7.82293178519594,0.589569160997732
"همدان","85-89",3937,3931,3723,4198,-1.08712217424435,1.35843296871025
"همدان","90-94",964,916,1512,1510,11.3692946058091,12.9694323144105
"همدان","95-99",166,223,274,290,13.0120481927711,6.00896860986547
"همدان",">100",96,139,53,60,-8.95833333333333,-11.3669064748201
"همدان","unknown",494,1589,NA,NA,NA,NA
"یزد","0-4",51026,49324,60586,58201,3.74710931681888,3.59946476360393
"یزد","5-9",44235,42555,52443,50814,3.71108850457782,3.88156503348608
"یزد","10-14",41065,38868,43297,41809,1.08705710459028,1.51332715858804
"یزد","15-19",46171,42071,40996,37920,-2.24166684715514,-1.97333079793682
"یزد","20-24",61638,59318,44672,41784,-5.50504558876018,-5.91186486395361
"یزد","25-29",66190,62087,57166,55559,-2.7266958755099,-2.10285567026914
"یزد","30-34",51382,46979,65175,61305,5.36880619672259,6.09889525106963
"یزد","35-39",39725,34949,51301,46479,5.82806796727502,6.59818592806661
"یزد","40-44",34328,31466,38275,33985,2.29958051736192,1.60109324350092
"یزد","45-49",28826,26210,32404,29653,2.4824810934573,2.62724151087371
"یزد","50-54",25590,22868,26957,24309,1.06838608831575,1.26027636872486
"یزد","55-59",19023,17235,22954,20439,4.13289176260317,3.71801566579634
"یزد","60-64",11748,12267,17225,15937,9.32414027919646,5.98353305616695
"یزد","65-69",9227,10243,10215,10761,2.14154112929446,1.01142243483354
"یزد","70-74",7873,8433,7930,8391,0.144798679029595,-0.0996086801849875
"یزد","75-79",7047,7253,5981,6284,-3.02540087980701,-2.67199779401627
"یزد","80-84",4309,4925,4971,5078,3.07263866326294,0.621319796954315
"یزد","85-89",2470,2445,2362,2558,-0.874493927125506,0.924335378323108
"یزد","90-94",479,554,964,1033,20.2505219206681,17.2924187725632
"یزد","95-99",85,131,117,183,7.52941176470588,7.93893129770992
"یزد",">100",41,79,22,38,-9.26829268292683,-10.379746835443
"یزد","unknown",1086,604,NA,NA,NA,NA
