"province_name","province_code","county_name","age_group","male","female"
"آذربایجان غربی","04","شاهین دژ","50-54",2109,2125
"آذربایجان غربی","04","شاهین دژ","55-59",1589,1779
"آذربایجان غربی","04","شاهین دژ","60-64",1086,1309
"آذربایجان غربی","04","شاهین دژ","65-69",855,853
"آذربایجان غربی","04","شاهین دژ","70-74",844,774
"آذربایجان غربی","04","شاهین دژ","75-79",572,532
"آذربایجان غربی","04","شاهین دژ","80-84",333,289
"آذربایجان غربی","04","شاهین دژ","85-89",197,152
"آذربایجان غربی","04","شاهین دژ","90-94",14,19
"آذربایجان غربی","04","شاهین دژ","95-99",3,8
"آذربایجان غربی","04","شاهین دژ",">100",5,5
"آذربایجان غربی","04","شاهین دژ","unknown",3,1
"آذربایجان غربی","04","شوط","0-4",2897,2739
"آذربایجان غربی","04","شوط","5-9",2401,2253
"آذربایجان غربی","04","شوط","10-14",2428,2184
"آذربایجان غربی","04","شوط","15-19",2902,2733
"آذربایجان غربی","04","شوط","20-24",2839,2786
"آذربایجان غربی","04","شوط","25-29",2762,2574
"آذربایجان غربی","04","شوط","30-34",2282,2201
"آذربایجان غربی","04","شوط","35-39",1823,1749
"آذربایجان غربی","04","شوط","40-44",1430,1597
"آذربایجان غربی","04","شوط","45-49",1116,1168
"آذربایجان غربی","04","شوط","50-54",893,1057
"آذربایجان غربی","04","شوط","55-59",805,864
"آذربایجان غربی","04","شوط","60-64",606,718
"آذربایجان غربی","04","شوط","65-69",391,451
"آذربایجان غربی","04","شوط","70-74",381,434
"آذربایجان غربی","04","شوط","75-79",261,245
"آذربایجان غربی","04","شوط","80-84",174,144
"آذربایجان غربی","04","شوط","85-89",88,79
"آذربایجان غربی","04","شوط","90-94",25,12
"آذربایجان غربی","04","شوط","95-99",2,3
"آذربایجان غربی","04","شوط",">100",1,4
"آذربایجان غربی","04","شوط","unknown",9,8
"آذربایجان غربی","04","ماکو","0-4",4744,4524
"آذربایجان غربی","04","ماکو","5-9",4179,4026
"آذربایجان غربی","04","ماکو","10-14",4069,4018
"آذربایجان غربی","04","ماکو","15-19",4442,4362
"آذربایجان غربی","04","ماکو","20-24",4622,4513
"آذربایجان غربی","04","ماکو","25-29",4467,4464
"آذربایجان غربی","04","ماکو","30-34",4062,4014
"آذربایجان غربی","04","ماکو","35-39",3324,3054
"آذربایجان غربی","04","ماکو","40-44",2958,2694
"آذربایجان غربی","04","ماکو","45-49",2143,2132
"آذربایجان غربی","04","ماکو","50-54",1754,1787
"آذربایجان غربی","04","ماکو","55-59",1513,1414
"آذربایجان غربی","04","ماکو","60-64",1047,1066
"آذربایجان غربی","04","ماکو","65-69",556,653
"آذربایجان غربی","04","ماکو","70-74",412,502
"آذربایجان غربی","04","ماکو","75-79",322,333
"آذربایجان غربی","04","ماکو","80-84",191,230
"آذربایجان غربی","04","ماکو","85-89",98,104
"آذربایجان غربی","04","ماکو","90-94",23,25
"آذربایجان غربی","04","ماکو","95-99",6,6
"آذربایجان غربی","04","ماکو",">100",0,4
"آذربایجان غربی","04","ماکو","unknown",5,1
"آذربایجان غربی","04","مهاباد","0-4",9410,9182
"آذربایجان غربی","04","مهاباد","5-9",8820,8371
"آذربایجان غربی","04","مهاباد","10-14",8786,8442
"آذربایجان غربی","04","مهاباد","15-19",10405,10253
"آذربایجان غربی","04","مهاباد","20-24",12552,12572
"آذربایجان غربی","04","مهاباد","25-29",11610,11548
"آذربایجان غربی","04","مهاباد","30-34",10150,9874
"آذربایجان غربی","04","مهاباد","35-39",7607,7420
"آذربایجان غربی","04","مهاباد","40-44",7304,6940
"آذربایجان غربی","04","مهاباد","45-49",5797,5460
"آذربایجان غربی","04","مهاباد","50-54",4862,5007
"آذربایجان غربی","04","مهاباد","55-59",3441,3522
"آذربایجان غربی","04","مهاباد","60-64",2237,2602
"آذربایجان غربی","04","مهاباد","65-69",1442,1707
"آذربایجان غربی","04","مهاباد","70-74",1459,1454
"آذربایجان غربی","04","مهاباد","75-79",1351,1245
"آذربایجان غربی","04","مهاباد","80-84",772,691
"آذربایجان غربی","04","مهاباد","85-89",414,391
"آذربایجان غربی","04","مهاباد","90-94",83,79
"آذربایجان غربی","04","مهاباد","95-99",53,37
"آذربایجان غربی","04","مهاباد",">100",70,67
"آذربایجان غربی","04","مهاباد","unknown",29,11
"آذربایجان غربی","04","میاندوآب","0-4",12035,10879
"آذربایجان غربی","04","میاندوآب","5-9",11265,10127
"آذربایجان غربی","04","میاندوآب","10-14",10545,9699
"آذربایجان غربی","04","میاندوآب","15-19",11418,11108
"آذربایجان غربی","04","میاندوآب","20-24",14608,14208
"آذربایجان غربی","04","میاندوآب","25-29",14183,13567
"آذربایجان غربی","04","میاندوآب","30-34",12835,12207
"آذربایجان غربی","04","میاندوآب","35-39",10922,9810
"آذربایجان غربی","04","میاندوآب","40-44",9425,8607
"آذربایجان غربی","04","میاندوآب","45-49",7093,6749
"آذربایجان غربی","04","میاندوآب","50-54",5908,5684
"آذربایجان غربی","04","میاندوآب","55-59",3752,4385
"آذربایجان غربی","04","میاندوآب","60-64",2537,3217
"آذربایجان غربی","04","میاندوآب","65-69",1960,2305
"آذربایجان غربی","04","میاندوآب","70-74",1812,1890
"آذربایجان غربی","04","میاندوآب","75-79",1637,1565
"آذربایجان غربی","04","میاندوآب","80-84",876,783
"آذربایجان غربی","04","میاندوآب","85-89",403,426
"آذربایجان غربی","04","میاندوآب","90-94",49,53
"آذربایجان غربی","04","میاندوآب","95-99",24,20
"آذربایجان غربی","04","میاندوآب",">100",7,20
"آذربایجان غربی","04","میاندوآب","unknown",17,8
"آذربایجان غربی","04","نقده","0-4",5651,5382
"آذربایجان غربی","04","نقده","5-9",5024,4875
"آذربایجان غربی","04","نقده","10-14",4748,4644
"آذربایجان غربی","04","نقده","15-19",4930,5112
"آذربایجان غربی","04","نقده","20-24",6574,6627
"آذربایجان غربی","04","نقده","25-29",6765,6570
"آذربایجان غربی","04","نقده","30-34",5345,5229
"آذربایجان غربی","04","نقده","35-39",4889,4355
"آذربایجان غربی","04","نقده","40-44",4483,4114
"آذربایجان غربی","04","نقده","45-49",3557,3282
"آذربایجان غربی","04","نقده","50-54",2766,2739
"آذربایجان غربی","04","نقده","55-59",1884,2257
"آذربایجان غربی","04","نقده","60-64",1221,1524
"آذربایجان غربی","04","نقده","65-69",807,1100
"آذربایجان غربی","04","نقده","70-74",930,999
"آذربایجان غربی","04","نقده","75-79",876,771
"آذربایجان غربی","04","نقده","80-84",545,475
"آذربایجان غربی","04","نقده","85-89",243,213
"آذربایجان غربی","04","نقده","90-94",24,28
"آذربایجان غربی","04","نقده","95-99",13,8
"آذربایجان غربی","04","نقده",">100",6,13
"آذربایجان غربی","04","نقده","unknown",1,3
"کرمانشاه","05","اسلام آباد غرب","0-4",5621,5417
"کرمانشاه","05","اسلام آباد غرب","5-9",5201,4918
"کرمانشاه","05","اسلام آباد غرب","10-14",5293,4934
"کرمانشاه","05","اسلام آباد غرب","15-19",7566,6993
"کرمانشاه","05","اسلام آباد غرب","20-24",9074,8692
"کرمانشاه","05","اسلام آباد غرب","25-29",8810,8837
"کرمانشاه","05","اسلام آباد غرب","30-34",6509,6862
"کرمانشاه","05","اسلام آباد غرب","35-39",5597,5694
"کرمانشاه","05","اسلام آباد غرب","40-44",5293,5155
"کرمانشاه","05","اسلام آباد غرب","45-49",3619,4221
"کرمانشاه","05","اسلام آباد غرب","50-54",3577,3647
"کرمانشاه","05","اسلام آباد غرب","55-59",3027,3021
"کرمانشاه","05","اسلام آباد غرب","60-64",1938,2570
"کرمانشاه","05","اسلام آباد غرب","65-69",1108,1433
"کرمانشاه","05","اسلام آباد غرب","70-74",1132,983
"کرمانشاه","05","اسلام آباد غرب","75-79",1073,1162
"کرمانشاه","05","اسلام آباد غرب","80-84",1041,601
"کرمانشاه","05","اسلام آباد غرب","85-89",370,184
"کرمانشاه","05","اسلام آباد غرب","90-94",91,59
"کرمانشاه","05","اسلام آباد غرب","95-99",20,12
"کرمانشاه","05","اسلام آباد غرب",">100",20,14
"کرمانشاه","05","اسلام آباد غرب","unknown",45,39
"کرمانشاه","05","پاوه","0-4",2311,2199
"کرمانشاه","05","پاوه","5-9",2049,1927
"کرمانشاه","05","پاوه","10-14",1792,1800
"کرمانشاه","05","پاوه","15-19",2646,2497
"کرمانشاه","05","پاوه","20-24",3445,3465
"کرمانشاه","05","پاوه","25-29",3402,3362
"کرمانشاه","05","پاوه","30-34",2587,2386
"کرمانشاه","05","پاوه","35-39",2103,1900
"کرمانشاه","05","پاوه","40-44",1976,2036
"کرمانشاه","05","پاوه","45-49",1426,1498
"کرمانشاه","05","پاوه","50-54",1256,1408
"کرمانشاه","05","پاوه","55-59",1229,1187
"کرمانشاه","05","پاوه","60-64",681,870
"کرمانشاه","05","پاوه","65-69",398,416
"کرمانشاه","05","پاوه","70-74",395,450
"کرمانشاه","05","پاوه","75-79",476,425
"کرمانشاه","05","پاوه","80-84",341,280
"کرمانشاه","05","پاوه","85-89",86,78
"کرمانشاه","05","پاوه","90-94",21,18
"کرمانشاه","05","پاوه","95-99",5,2
"کرمانشاه","05","پاوه",">100",2,2
"کرمانشاه","05","پاوه","unknown",3,1
"کرمانشاه","05","ثلاث باباجانی","0-4",1783,1717
"کرمانشاه","05","ثلاث باباجانی","5-9",1835,1706
"کرمانشاه","05","ثلاث باباجانی","10-14",1973,1779
"کرمانشاه","05","ثلاث باباجانی","15-19",2515,2419
"کرمانشاه","05","ثلاث باباجانی","20-24",3125,2510
"کرمانشاه","05","ثلاث باباجانی","25-29",1928,1995
"کرمانشاه","05","ثلاث باباجانی","30-34",1317,1417
"کرمانشاه","05","ثلاث باباجانی","35-39",1177,1191
"کرمانشاه","05","ثلاث باباجانی","40-44",929,954
"کرمانشاه","05","ثلاث باباجانی","45-49",731,792
"کرمانشاه","05","ثلاث باباجانی","50-54",698,680
"کرمانشاه","05","ثلاث باباجانی","55-59",468,567
"کرمانشاه","05","ثلاث باباجانی","60-64",282,331
"کرمانشاه","05","ثلاث باباجانی","65-69",197,196
"کرمانشاه","05","ثلاث باباجانی","70-74",250,154
"کرمانشاه","05","ثلاث باباجانی","75-79",241,181
"کرمانشاه","05","ثلاث باباجانی","80-84",161,142
"کرمانشاه","05","ثلاث باباجانی","85-89",52,50
"کرمانشاه","05","ثلاث باباجانی","90-94",8,7
"کرمانشاه","05","ثلاث باباجانی","95-99",3,3
"کرمانشاه","05","ثلاث باباجانی",">100",2,5
"کرمانشاه","05","ثلاث باباجانی","unknown",4,0
"کرمانشاه","05","جوانرود","0-4",3353,3133
"کرمانشاه","05","جوانرود","5-9",3038,2877
"کرمانشاه","05","جوانرود","10-14",2908,2834
"کرمانشاه","05","جوانرود","15-19",3829,3849
"کرمانشاه","05","جوانرود","20-24",4458,4672
"کرمانشاه","05","جوانرود","25-29",4119,4195
"کرمانشاه","05","جوانرود","30-34",3152,2827
"کرمانشاه","05","جوانرود","35-39",2565,2275
"کرمانشاه","05","جوانرود","40-44",2251,2319
"کرمانشاه","05","جوانرود","45-49",1527,1726
"کرمانشاه","05","جوانرود","50-54",1466,1546
"کرمانشاه","05","جوانرود","55-59",996,1055
"کرمانشاه","05","جوانرود","60-64",615,683
"کرمانشاه","05","جوانرود","65-69",299,385
"کرمانشاه","05","جوانرود","70-74",404,260
"کرمانشاه","05","جوانرود","75-79",485,340
"کرمانشاه","05","جوانرود","80-84",374,200
"کرمانشاه","05","جوانرود","85-89",99,62
"کرمانشاه","05","جوانرود","90-94",25,20
"کرمانشاه","05","جوانرود","95-99",4,4
"کرمانشاه","05","جوانرود",">100",2,2
"کرمانشاه","05","جوانرود","unknown",2,0
"کرمانشاه","05","دالاهو","0-4",1456,1375
"کرمانشاه","05","دالاهو","5-9",1459,1348
"کرمانشاه","05","دالاهو","10-14",1451,1344
"کرمانشاه","05","دالاهو","15-19",1992,1978
"کرمانشاه","05","دالاهو","20-24",2451,2256
"کرمانشاه","05","دالاهو","25-29",2003,2104
"کرمانشاه","05","دالاهو","30-34",1486,1660
"کرمانشاه","05","دالاهو","35-39",1248,1369
"کرمانشاه","05","دالاهو","40-44",1241,1383
"کرمانشاه","05","دالاهو","45-49",926,1091
"کرمانشاه","05","دالاهو","50-54",948,1088
"کرمانشاه","05","دالاهو","55-59",791,936
"کرمانشاه","05","دالاهو","60-64",460,800
"کرمانشاه","05","دالاهو","65-69",337,390
"کرمانشاه","05","دالاهو","70-74",466,355
"کرمانشاه","05","دالاهو","75-79",475,335
"کرمانشاه","05","دالاهو","80-84",339,213
"کرمانشاه","05","دالاهو","85-89",149,82
"کرمانشاه","05","دالاهو","90-94",15,14
"کرمانشاه","05","دالاهو","95-99",3,9
"کرمانشاه","05","دالاهو",">100",7,4
"کرمانشاه","05","دالاهو","unknown",0,0
"کرمانشاه","05","روانسر","0-4",1839,1828
"کرمانشاه","05","روانسر","5-9",1733,1592
"کرمانشاه","05","روانسر","10-14",1655,1602
"کرمانشاه","05","روانسر","15-19",2343,2205
"کرمانشاه","05","روانسر","20-24",2835,2779
"کرمانشاه","05","روانسر","25-29",2997,2791
"کرمانشاه","05","روانسر","30-34",2145,1981
"کرمانشاه","05","روانسر","35-39",1766,1684
"کرمانشاه","05","روانسر","40-44",1527,1357
"کرمانشاه","05","روانسر","45-49",1118,1103
"کرمانشاه","05","روانسر","50-54",1020,1085
"کرمانشاه","05","روانسر","55-59",716,927
"کرمانشاه","05","روانسر","60-64",508,661
"کرمانشاه","05","روانسر","65-69",249,337
"کرمانشاه","05","روانسر","70-74",357,299
"کرمانشاه","05","روانسر","75-79",417,236
"کرمانشاه","05","روانسر","80-84",328,177
"کرمانشاه","05","روانسر","85-89",102,55
"کرمانشاه","05","روانسر","90-94",10,16
"کرمانشاه","05","روانسر","95-99",5,1
"کرمانشاه","05","روانسر",">100",4,0
"کرمانشاه","05","روانسر","unknown",5,0
"کرمانشاه","05","سرپل ذهاب","0-4",3589,3425
"کرمانشاه","05","سرپل ذهاب","5-9",3097,3009
"کرمانشاه","05","سرپل ذهاب","10-14",3166,3119
"کرمانشاه","05","سرپل ذهاب","15-19",4867,4346
"کرمانشاه","05","سرپل ذهاب","20-24",5941,5645
"کرمانشاه","05","سرپل ذهاب","25-29",4859,4909
"کرمانشاه","05","سرپل ذهاب","30-34",3373,3496
"کرمانشاه","05","سرپل ذهاب","35-39",3085,3082
"کرمانشاه","05","سرپل ذهاب","40-44",2621,2619
"کرمانشاه","05","سرپل ذهاب","45-49",2099,2128
"کرمانشاه","05","سرپل ذهاب","50-54",1910,2036
"کرمانشاه","05","سرپل ذهاب","55-59",1262,1524
"کرمانشاه","05","سرپل ذهاب","60-64",699,1117
"کرمانشاه","05","سرپل ذهاب","65-69",533,669
"کرمانشاه","05","سرپل ذهاب","70-74",494,511
"کرمانشاه","05","سرپل ذهاب","75-79",642,452
"کرمانشاه","05","سرپل ذهاب","80-84",509,340
"کرمانشاه","05","سرپل ذهاب","85-89",214,134
"کرمانشاه","05","سرپل ذهاب","90-94",33,29
"کرمانشاه","05","سرپل ذهاب","95-99",10,4
"کرمانشاه","05","سرپل ذهاب",">100",3,8
"کرمانشاه","05","سرپل ذهاب","unknown",6,2
"کرمانشاه","05","سنقر","0-4",3365,3157
"کرمانشاه","05","سنقر","5-9",3282,2915
"کرمانشاه","05","سنقر","10-14",3658,3377
"کرمانشاه","05","سنقر","15-19",5003,4547
"کرمانشاه","05","سنقر","20-24",5009,4845
"کرمانشاه","05","سنقر","25-29",4734,4600
"کرمانشاه","05","سنقر","30-34",3418,3600
"کرمانشاه","05","سنقر","35-39",2963,3284
"کرمانشاه","05","سنقر","40-44",3126,3227
"کرمانشاه","05","سنقر","45-49",2497,2576
"کرمانشاه","05","سنقر","50-54",2539,2473
"کرمانشاه","05","سنقر","55-59",1812,1993
"کرمانشاه","05","سنقر","60-64",1446,1912
"کرمانشاه","05","سنقر","65-69",873,1126
"کرمانشاه","05","سنقر","70-74",1011,881
"کرمانشاه","05","سنقر","75-79",795,673
"کرمانشاه","05","سنقر","80-84",385,351
"کرمانشاه","05","سنقر","85-89",218,151
"کرمانشاه","05","سنقر","90-94",42,29
"کرمانشاه","05","سنقر","95-99",8,9
"کرمانشاه","05","سنقر",">100",2,4
"کرمانشاه","05","سنقر","unknown",8,11
"کرمانشاه","05","صحنه","0-4",2927,2645
"کرمانشاه","05","صحنه","5-9",2622,2563
"کرمانشاه","05","صحنه","10-14",3068,2960
"کرمانشاه","05","صحنه","15-19",3898,3663
"کرمانشاه","05","صحنه","20-24",4199,4176
"کرمانشاه","05","صحنه","25-29",4048,3852
"کرمانشاه","05","صحنه","30-34",2930,3170
"کرمانشاه","05","صحنه","35-39",2761,2870
"کرمانشاه","05","صحنه","40-44",2593,2632
"کرمانشاه","05","صحنه","45-49",2061,2074
"کرمانشاه","05","صحنه","50-54",1723,1941
"کرمانشاه","05","صحنه","55-59",1549,1670
"کرمانشاه","05","صحنه","60-64",956,1400
"کرمانشاه","05","صحنه","65-69",792,1008
"کرمانشاه","05","صحنه","70-74",773,723
"کرمانشاه","05","صحنه","75-79",678,544
"کرمانشاه","05","صحنه","80-84",411,314
"کرمانشاه","05","صحنه","85-89",231,133
"کرمانشاه","05","صحنه","90-94",39,62
"کرمانشاه","05","صحنه","95-99",4,6
"کرمانشاه","05","صحنه",">100",2,2
"کرمانشاه","05","صحنه","unknown",1,4
"کرمانشاه","05","قصرشیرین","0-4",983,907
"کرمانشاه","05","قصرشیرین","5-9",852,846
"کرمانشاه","05","قصرشیرین","10-14",677,716
"کرمانشاه","05","قصرشیرین","15-19",1668,915
"کرمانشاه","05","قصرشیرین","20-24",3769,1223
"کرمانشاه","05","قصرشیرین","25-29",1411,1331
"کرمانشاه","05","قصرشیرین","30-34",1025,1068
"کرمانشاه","05","قصرشیرین","35-39",986,880
"کرمانشاه","05","قصرشیرین","40-44",860,737
"کرمانشاه","05","قصرشیرین","45-49",573,569
"کرمانشاه","05","قصرشیرین","50-54",471,450
"کرمانشاه","05","قصرشیرین","55-59",356,431
"کرمانشاه","05","قصرشیرین","60-64",246,305
"کرمانشاه","05","قصرشیرین","65-69",166,177
"کرمانشاه","05","قصرشیرین","70-74",172,152
"کرمانشاه","05","قصرشیرین","75-79",151,119
"کرمانشاه","05","قصرشیرین","80-84",125,74
"کرمانشاه","05","قصرشیرین","85-89",46,39
"کرمانشاه","05","قصرشیرین","90-94",7,10
"کرمانشاه","05","قصرشیرین","95-99",4,0
"کرمانشاه","05","قصرشیرین",">100",1,1
"کرمانشاه","05","قصرشیرین","unknown",12,6
"کرمانشاه","05","کرمانشاه","0-4",38287,35154
"کرمانشاه","05","کرمانشاه","5-9",35215,33306
"کرمانشاه","05","کرمانشاه","10-14",36420,34470
"کرمانشاه","05","کرمانشاه","15-19",49758,46597
"کرمانشاه","05","کرمانشاه","20-24",62408,60897
"کرمانشاه","05","کرمانشاه","25-29",61375,60780
"کرمانشاه","05","کرمانشاه","30-34",45933,46409
"کرمانشاه","05","کرمانشاه","35-39",37986,37744
"کرمانشاه","05","کرمانشاه","40-44",35770,36055
"کرمانشاه","05","کرمانشاه","45-49",30066,30014
"کرمانشاه","05","کرمانشاه","50-54",26056,25894
"کرمانشاه","05","کرمانشاه","55-59",19492,19702
"کرمانشاه","05","کرمانشاه","60-64",13270,15033
"کرمانشاه","05","کرمانشاه","65-69",7992,9365
"کرمانشاه","05","کرمانشاه","70-74",7339,7913
"کرمانشاه","05","کرمانشاه","75-79",6509,5688
"کرمانشاه","05","کرمانشاه","80-84",3870,3439
"کرمانشاه","05","کرمانشاه","85-89",1988,1590
"کرمانشاه","05","کرمانشاه","90-94",385,323
"کرمانشاه","05","کرمانشاه","95-99",67,82
"کرمانشاه","05","کرمانشاه",">100",69,68
"کرمانشاه","05","کرمانشاه","unknown",127,73
"کرمانشاه","05","کنگاور","0-4",3126,2949
"کرمانشاه","05","کنگاور","5-9",2807,2615
"کرمانشاه","05","کنگاور","10-14",2988,3013
"کرمانشاه","05","کنگاور","15-19",3822,3625
"کرمانشاه","05","کنگاور","20-24",4645,4680
"کرمانشاه","05","کنگاور","25-29",4869,4583
"کرمانشاه","05","کنگاور","30-34",3551,3588
"کرمانشاه","05","کنگاور","35-39",3047,3007
"کرمانشاه","05","کنگاور","40-44",2654,2697
"کرمانشاه","05","کنگاور","45-49",2242,2256
"کرمانشاه","05","کنگاور","50-54",1947,1955
"کرمانشاه","05","کنگاور","55-59",1419,1633
"کرمانشاه","05","کنگاور","60-64",1008,1268
"کرمانشاه","05","کنگاور","65-69",758,826
"کرمانشاه","05","کنگاور","70-74",653,691
"کرمانشاه","05","کنگاور","75-79",585,484
"کرمانشاه","05","کنگاور","80-84",361,287
"کرمانشاه","05","کنگاور","85-89",168,143
"کرمانشاه","05","کنگاور","90-94",34,22
"کرمانشاه","05","کنگاور","95-99",4,5
"کرمانشاه","05","کنگاور",">100",7,7
"کرمانشاه","05","کنگاور","unknown",12,10
"کرمانشاه","05","گیلانغرب","0-4",2155,2029
"کرمانشاه","05","گیلانغرب","5-9",1909,1880
"کرمانشاه","05","گیلانغرب","10-14",2039,1974
"کرمانشاه","05","گیلانغرب","15-19",3726,2914
"کرمانشاه","05","گیلانغرب","20-24",4237,3904
"کرمانشاه","05","گیلانغرب","25-29",3667,3558
"کرمانشاه","05","گیلانغرب","30-34",2533,2792
"کرمانشاه","05","گیلانغرب","35-39",2287,2336
"کرمانشاه","05","گیلانغرب","40-44",2096,2189
"کرمانشاه","05","گیلانغرب","45-49",1575,1890
"کرمانشاه","05","گیلانغرب","50-54",1596,1557
"کرمانشاه","05","گیلانغرب","55-59",1182,1165
"کرمانشاه","05","گیلانغرب","60-64",712,1058
"کرمانشاه","05","گیلانغرب","65-69",487,661
"کرمانشاه","05","گیلانغرب","70-74",390,436
"کرمانشاه","05","گیلانغرب","75-79",419,341
"کرمانشاه","05","گیلانغرب","80-84",480,274
"کرمانشاه","05","گیلانغرب","85-89",178,68
"کرمانشاه","05","گیلانغرب","90-94",70,26
"کرمانشاه","05","گیلانغرب","95-99",21,16
"کرمانشاه","05","گیلانغرب",">100",6,10
"کرمانشاه","05","گیلانغرب","unknown",14,1
"کرمانشاه","05","هرسین","0-4",3703,3596
"کرمانشاه","05","هرسین","5-9",3390,3254
"کرمانشاه","05","هرسین","10-14",3567,3355
"کرمانشاه","05","هرسین","15-19",4810,4575
"کرمانشاه","05","هرسین","20-24",5069,4963
"کرمانشاه","05","هرسین","25-29",4643,4623
"کرمانشاه","05","هرسین","30-34",3644,3706
"کرمانشاه","05","هرسین","35-39",3017,3090
"کرمانشاه","05","هرسین","40-44",2742,2711
"کرمانشاه","05","هرسین","45-49",1825,1939
"کرمانشاه","05","هرسین","50-54",1695,1849
"کرمانشاه","05","هرسین","55-59",1316,1545
"کرمانشاه","05","هرسین","60-64",983,1333
"کرمانشاه","05","هرسین","65-69",798,835
"کرمانشاه","05","هرسین","70-74",760,701
"کرمانشاه","05","هرسین","75-79",591,516
"کرمانشاه","05","هرسین","80-84",369,350
"کرمانشاه","05","هرسین","85-89",190,134
"کرمانشاه","05","هرسین","90-94",46,38
"کرمانشاه","05","هرسین","95-99",7,8
"کرمانشاه","05","هرسین",">100",8,4
"کرمانشاه","05","هرسین","unknown",19,25
"خوزستان","06","آبادان","0-4",12933,12138
"خوزستان","06","آبادان","5-9",11014,10618
"خوزستان","06","آبادان","10-14",10431,10390
"خوزستان","06","آبادان","15-19",13038,13241
"خوزستان","06","آبادان","20-24",15518,16216
"خوزستان","06","آبادان","25-29",16130,15894
"خوزستان","06","آبادان","30-34",11936,12232
"خوزستان","06","آبادان","35-39",9279,9674
"خوزستان","06","آبادان","40-44",8989,8691
"خوزستان","06","آبادان","45-49",7137,6797
"خوزستان","06","آبادان","50-54",6157,5933
"خوزستان","06","آبادان","55-59",5028,4875
"خوزستان","06","آبادان","60-64",2871,3168
"خوزستان","06","آبادان","65-69",1854,1954
"خوزستان","06","آبادان","70-74",1299,1697
"خوزستان","06","آبادان","75-79",967,1264
"خوزستان","06","آبادان","80-84",678,703
"خوزستان","06","آبادان","85-89",204,307
"خوزستان","06","آبادان","90-94",46,75
"خوزستان","06","آبادان","95-99",27,16
"خوزستان","06","آبادان",">100",14,25
"خوزستان","06","آبادان","unknown",18,8
"خوزستان","06","امیدیه","0-4",4502,4274
"خوزستان","06","امیدیه","5-9",3584,3555
"خوزستان","06","امیدیه","10-14",3461,3198
"خوزستان","06","امیدیه","15-19",4676,4507
"خوزستان","06","امیدیه","20-24",5859,5903
"خوزستان","06","امیدیه","25-29",5597,5515
"خوزستان","06","امیدیه","30-34",4218,4163
"خوزستان","06","امیدیه","35-39",3180,3103
"خوزستان","06","امیدیه","40-44",2556,2621
"خوزستان","06","امیدیه","45-49",1964,2089
"خوزستان","06","امیدیه","50-54",1893,1859
"خوزستان","06","امیدیه","55-59",1730,1489
"خوزستان","06","امیدیه","60-64",781,942
"خوزستان","06","امیدیه","65-69",345,503
"خوزستان","06","امیدیه","70-74",406,478
"خوزستان","06","امیدیه","75-79",372,317
"خوزستان","06","امیدیه","80-84",247,254
"خوزستان","06","امیدیه","85-89",101,96
"خوزستان","06","امیدیه","90-94",23,20
"خوزستان","06","امیدیه","95-99",9,10
"خوزستان","06","امیدیه",">100",2,8
"خوزستان","06","امیدیه","unknown",3,7
"خوزستان","06","اندیکا","0-4",2753,2611
"خوزستان","06","اندیکا","5-9",2656,2627
"خوزستان","06","اندیکا","10-14",2801,2761
"خوزستان","06","اندیکا","15-19",3366,3195
"خوزستان","06","اندیکا","20-24",3108,2859
"خوزستان","06","اندیکا","25-29",2486,2261
"خوزستان","06","اندیکا","30-34",1655,1776
"خوزستان","06","اندیکا","35-39",1421,1495
"خوزستان","06","اندیکا","40-44",1113,1229
"خوزستان","06","اندیکا","45-49",855,882
"خوزستان","06","اندیکا","50-54",983,937
"خوزستان","06","اندیکا","55-59",648,744
"خوزستان","06","اندیکا","60-64",513,518
"خوزستان","06","اندیکا","65-69",246,269
"خوزستان","06","اندیکا","70-74",356,263
"خوزستان","06","اندیکا","75-79",417,250
"خوزستان","06","اندیکا","80-84",305,203
"خوزستان","06","اندیکا","85-89",84,76
"خوزستان","06","اندیکا","90-94",20,30
"خوزستان","06","اندیکا","95-99",8,12
"خوزستان","06","اندیکا",">100",1,4
"خوزستان","06","اندیکا","unknown",0,0
"خوزستان","06","اندیمشک","0-4",6698,6394
"خوزستان","06","اندیمشک","5-9",6159,5800
"خوزستان","06","اندیمشک","10-14",6141,5638
"خوزستان","06","اندیمشک","15-19",9212,8350
"خوزستان","06","اندیمشک","20-24",12553,10573
"خوزستان","06","اندیمشک","25-29",10253,9736
"خوزستان","06","اندیمشک","30-34",7911,7997
"خوزستان","06","اندیمشک","35-39",6275,6306
"خوزستان","06","اندیمشک","40-44",5402,5296
"خوزستان","06","اندیمشک","45-49",3798,3784
"خوزستان","06","اندیمشک","50-54",3640,3512
"خوزستان","06","اندیمشک","55-59",2518,2757
"خوزستان","06","اندیمشک","60-64",1487,1741
"خوزستان","06","اندیمشک","65-69",1013,1029
"خوزستان","06","اندیمشک","70-74",1132,944
"خوزستان","06","اندیمشک","75-79",867,581
"خوزستان","06","اندیمشک","80-84",573,473
"خوزستان","06","اندیمشک","85-89",209,202
"خوزستان","06","اندیمشک","90-94",39,57
"خوزستان","06","اندیمشک","95-99",7,17
"خوزستان","06","اندیمشک",">100",6,17
"خوزستان","06","اندیمشک","unknown",21,8
"خوزستان","06","اهواز","0-4",69292,65939
"خوزستان","06","اهواز","5-9",58727,56093
"خوزستان","06","اهواز","10-14",55983,53379
"خوزستان","06","اهواز","15-19",66897,65417
"خوزستان","06","اهواز","20-24",79733,85391
