"province_name","province_code","county_name","age_group","male","female"
"مرکزی","00","اراک","0-4",20965,20128
"مرکزی","00","اراک","5-9",20126,19296
"مرکزی","00","اراک","10-14",20836,19719
"مرکزی","00","اراک","15-19",24924,24377
"مرکزی","00","اراک","20-24",34592,34005
"مرکزی","00","اراک","25-29",35746,34546
"مرکزی","00","اراک","30-34",29211,28334
"مرکزی","00","اراک","35-39",25367,23067
"مرکزی","00","اراک","40-44",22169,20863
"مرکزی","00","اراک","45-49",18950,17099
"مرکزی","00","اراک","50-54",15049,14721
"مرکزی","00","اراک","55-59",10914,11246
"مرکزی","00","اراک","60-64",6889,8404
"مرکزی","00","اراک","65-69",5328,5913
"مرکزی","00","اراک","70-74",5283,6326
"مرکزی","00","اراک","75-79",4031,3684
"مرکزی","00","اراک","80-84",1968,2386
"مرکزی","00","اراک","85-89",1131,1126
"مرکزی","00","اراک","90-94",305,349
"مرکزی","00","اراک","95-99",57,52
"مرکزی","00","اراک",">100",18,47
"مرکزی","00","اراک","unknown",51,36
"مرکزی","00","آشتیان","0-4",521,522
"مرکزی","00","آشتیان","5-9",533,532
"مرکزی","00","آشتیان","10-14",648,650
"مرکزی","00","آشتیان","15-19",777,741
"مرکزی","00","آشتیان","20-24",892,848
"مرکزی","00","آشتیان","25-29",831,798
"مرکزی","00","آشتیان","30-34",628,643
"مرکزی","00","آشتیان","35-39",573,627
"مرکزی","00","آشتیان","40-44",508,572
"مرکزی","00","آشتیان","45-49",451,477
"مرکزی","00","آشتیان","50-54",470,398
"مرکزی","00","آشتیان","55-59",323,398
"مرکزی","00","آشتیان","60-64",213,347
"مرکزی","00","آشتیان","65-69",218,294
"مرکزی","00","آشتیان","70-74",255,317
"مرکزی","00","آشتیان","75-79",291,283
"مرکزی","00","آشتیان","80-84",144,142
"مرکزی","00","آشتیان","85-89",85,80
"مرکزی","00","آشتیان","90-94",30,26
"مرکزی","00","آشتیان","95-99",7,2
"مرکزی","00","آشتیان",">100",3,1
"مرکزی","00","آشتیان","unknown",4,2
"مرکزی","00","تفرش","0-4",753,719
"مرکزی","00","تفرش","5-9",701,661
"مرکزی","00","تفرش","10-14",844,738
"مرکزی","00","تفرش","15-19",1190,1077
"مرکزی","00","تفرش","20-24",1761,1582
"مرکزی","00","تفرش","25-29",1219,1177
"مرکزی","00","تفرش","30-34",928,897
"مرکزی","00","تفرش","35-39",747,818
"مرکزی","00","تفرش","40-44",722,770
"مرکزی","00","تفرش","45-49",654,722
"مرکزی","00","تفرش","50-54",604,693
"مرکزی","00","تفرش","55-59",511,677
"مرکزی","00","تفرش","60-64",493,611
"مرکزی","00","تفرش","65-69",348,497
"مرکزی","00","تفرش","70-74",459,458
"مرکزی","00","تفرش","75-79",453,457
"مرکزی","00","تفرش","80-84",244,253
"مرکزی","00","تفرش","85-89",163,152
"مرکزی","00","تفرش","90-94",78,58
"مرکزی","00","تفرش","95-99",8,7
"مرکزی","00","تفرش",">100",4,4
"مرکزی","00","تفرش","unknown",0,0
"مرکزی","00","خمین","0-4",3805,3553
"مرکزی","00","خمین","5-9",3656,3308
"مرکزی","00","خمین","10-14",3663,3616
"مرکزی","00","خمین","15-19",4287,4030
"مرکزی","00","خمین","20-24",5687,5275
"مرکزی","00","خمین","25-29",5888,5554
"مرکزی","00","خمین","30-34",4265,4515
"مرکزی","00","خمین","35-39",3867,4142
"مرکزی","00","خمین","40-44",3478,3655
"مرکزی","00","خمین","45-49",3354,3271
"مرکزی","00","خمین","50-54",3068,2983
"مرکزی","00","خمین","55-59",2254,2647
"مرکزی","00","خمین","60-64",1304,1766
"مرکزی","00","خمین","65-69",1357,1652
"مرکزی","00","خمین","70-74",1373,1575
"مرکزی","00","خمین","75-79",1155,1043
"مرکزی","00","خمین","80-84",656,691
"مرکزی","00","خمین","85-89",379,359
"مرکزی","00","خمین","90-94",97,96
"مرکزی","00","خمین","95-99",12,10
"مرکزی","00","خمین",">100",4,17
"مرکزی","00","خمین","unknown",1,0
"مرکزی","00","خنداب","0-4",2420,2363
"مرکزی","00","خنداب","5-9",2162,2033
"مرکزی","00","خنداب","10-14",2205,2060
"مرکزی","00","خنداب","15-19",2970,2782
"مرکزی","00","خنداب","20-24",3361,3070
"مرکزی","00","خنداب","25-29",3161,2966
"مرکزی","00","خنداب","30-34",2649,2720
"مرکزی","00","خنداب","35-39",2281,2035
"مرکزی","00","خنداب","40-44",1524,1524
"مرکزی","00","خنداب","45-49",1494,1345
"مرکزی","00","خنداب","50-54",1236,1425
"مرکزی","00","خنداب","55-59",831,1150
"مرکزی","00","خنداب","60-64",554,878
"مرکزی","00","خنداب","65-69",643,805
"مرکزی","00","خنداب","70-74",642,627
"مرکزی","00","خنداب","75-79",714,550
"مرکزی","00","خنداب","80-84",359,304
"مرکزی","00","خنداب","85-89",192,132
"مرکزی","00","خنداب","90-94",42,33
"مرکزی","00","خنداب","95-99",5,3
"مرکزی","00","خنداب",">100",5,6
"مرکزی","00","خنداب","unknown",1,0
"مرکزی","00","دلیجان","0-4",1973,1836
"مرکزی","00","دلیجان","5-9",1706,1757
"مرکزی","00","دلیجان","10-14",1818,1741
"مرکزی","00","دلیجان","15-19",1985,1890
"مرکزی","00","دلیجان","20-24",2635,2587
"مرکزی","00","دلیجان","25-29",2859,2751
"مرکزی","00","دلیجان","30-34",2286,2274
"مرکزی","00","دلیجان","35-39",1930,1777
"مرکزی","00","دلیجان","40-44",1694,1544
"مرکزی","00","دلیجان","45-49",1530,1292
"مرکزی","00","دلیجان","50-54",1176,1047
"مرکزی","00","دلیجان","55-59",954,940
"مرکزی","00","دلیجان","60-64",518,634
"مرکزی","00","دلیجان","65-69",440,466
"مرکزی","00","دلیجان","70-74",434,503
"مرکزی","00","دلیجان","75-79",436,447
"مرکزی","00","دلیجان","80-84",347,294
"مرکزی","00","دلیجان","85-89",193,170
"مرکزی","00","دلیجان","90-94",48,40
"مرکزی","00","دلیجان","95-99",5,10
"مرکزی","00","دلیجان",">100",6,6
"مرکزی","00","دلیجان","unknown",2,5
"مرکزی","00","زرندیه","0-4",2291,2163
"مرکزی","00","زرندیه","5-9",2071,1978
"مرکزی","00","زرندیه","10-14",2094,2108
"مرکزی","00","زرندیه","15-19",2427,2366
"مرکزی","00","زرندیه","20-24",3214,2915
"مرکزی","00","زرندیه","25-29",3469,3015
"مرکزی","00","زرندیه","30-34",2638,2324
"مرکزی","00","زرندیه","35-39",2134,2098
"مرکزی","00","زرندیه","40-44",1861,1865
"مرکزی","00","زرندیه","45-49",1599,1502
"مرکزی","00","زرندیه","50-54",1414,1227
"مرکزی","00","زرندیه","55-59",957,991
"مرکزی","00","زرندیه","60-64",655,819
"مرکزی","00","زرندیه","65-69",619,740
"مرکزی","00","زرندیه","70-74",564,610
"مرکزی","00","زرندیه","75-79",583,556
"مرکزی","00","زرندیه","80-84",366,373
"مرکزی","00","زرندیه","85-89",242,187
"مرکزی","00","زرندیه","90-94",55,34
"مرکزی","00","زرندیه","95-99",17,8
"مرکزی","00","زرندیه",">100",2,2
"مرکزی","00","زرندیه","unknown",0,0
"مرکزی","00","ساوه","0-4",11896,11357
"مرکزی","00","ساوه","5-9",11347,10787
"مرکزی","00","ساوه","10-14",10216,9895
"مرکزی","00","ساوه","15-19",10309,10444
"مرکزی","00","ساوه","20-24",12830,13947
"مرکزی","00","ساوه","25-29",15547,15156
"مرکزی","00","ساوه","30-34",13638,12291
"مرکزی","00","ساوه","35-39",11619,9659
"مرکزی","00","ساوه","40-44",9377,8306
"مرکزی","00","ساوه","45-49",7350,6350
"مرکزی","00","ساوه","50-54",5879,5143
"مرکزی","00","ساوه","55-59",3639,3443
"مرکزی","00","ساوه","60-64",2391,2712
"مرکزی","00","ساوه","65-69",1809,2107
"مرکزی","00","ساوه","70-74",1731,1881
"مرکزی","00","ساوه","75-79",1438,1402
"مرکزی","00","ساوه","80-84",960,868
"مرکزی","00","ساوه","85-89",487,434
"مرکزی","00","ساوه","90-94",151,114
"مرکزی","00","ساوه","95-99",28,23
"مرکزی","00","ساوه",">100",15,20
"مرکزی","00","ساوه","unknown",21,13
"مرکزی","00","شازند","0-4",4500,4189
"مرکزی","00","شازند","5-9",3963,3703
"مرکزی","00","شازند","10-14",4187,4193
"مرکزی","00","شازند","15-19",5578,5440
"مرکزی","00","شازند","20-24",6450,6046
"مرکزی","00","شازند","25-29",6043,6014
"مرکزی","00","شازند","30-34",5068,5280
"مرکزی","00","شازند","35-39",4408,4706
"مرکزی","00","شازند","40-44",4116,3906
"مرکزی","00","شازند","45-49",3315,3038
"مرکزی","00","شازند","50-54",2411,2667
"مرکزی","00","شازند","55-59",1748,2356
"مرکزی","00","شازند","60-64",1396,2024
"مرکزی","00","شازند","65-69",1314,1700
"مرکزی","00","شازند","70-74",1528,1558
"مرکزی","00","شازند","75-79",1305,1166
"مرکزی","00","شازند","80-84",716,629
"مرکزی","00","شازند","85-89",484,427
"مرکزی","00","شازند","90-94",58,81
"مرکزی","00","شازند","95-99",9,9
"مرکزی","00","شازند",">100",5,10
"مرکزی","00","شازند","unknown",2,0
"مرکزی","00","فراهان","0-4",1115,1016
"مرکزی","00","فراهان","5-9",1016,1007
"مرکزی","00","فراهان","10-14",1024,962
"مرکزی","00","فراهان","15-19",1508,1265
"مرکزی","00","فراهان","20-24",1821,1545
"مرکزی","00","فراهان","25-29",1585,1437
"مرکزی","00","فراهان","30-34",1168,1161
"مرکزی","00","فراهان","35-39",1026,1107
"مرکزی","00","فراهان","40-44",723,814
"مرکزی","00","فراهان","45-49",670,695
"مرکزی","00","فراهان","50-54",507,708
"مرکزی","00","فراهان","55-59",546,671
"مرکزی","00","فراهان","60-64",426,657
"مرکزی","00","فراهان","65-69",403,630
"مرکزی","00","فراهان","70-74",473,507
"مرکزی","00","فراهان","75-79",465,441
"مرکزی","00","فراهان","80-84",283,295
"مرکزی","00","فراهان","85-89",142,110
"مرکزی","00","فراهان","90-94",47,41
"مرکزی","00","فراهان","95-99",14,8
"مرکزی","00","فراهان",">100",1,0
"مرکزی","00","فراهان","unknown",0,2
"مرکزی","00","کمیجان","0-4",1664,1466
"مرکزی","00","کمیجان","5-9",1392,1344
"مرکزی","00","کمیجان","10-14",1604,1416
"مرکزی","00","کمیجان","15-19",2046,1897
"مرکزی","00","کمیجان","20-24",2328,2114
"مرکزی","00","کمیجان","25-29",2068,1949
"مرکزی","00","کمیجان","30-34",1659,1806
"مرکزی","00","کمیجان","35-39",1431,1610
"مرکزی","00","کمیجان","40-44",1122,1120
"مرکزی","00","کمیجان","45-49",864,846
"مرکزی","00","کمیجان","50-54",583,821
"مرکزی","00","کمیجان","55-59",586,793
"مرکزی","00","کمیجان","60-64",420,645
"مرکزی","00","کمیجان","65-69",489,596
"مرکزی","00","کمیجان","70-74",445,485
"مرکزی","00","کمیجان","75-79",557,394
"مرکزی","00","کمیجان","80-84",277,233
"مرکزی","00","کمیجان","85-89",115,72
"مرکزی","00","کمیجان","90-94",37,29
"مرکزی","00","کمیجان","95-99",5,2
"مرکزی","00","کمیجان",">100",4,6
"مرکزی","00","کمیجان","unknown",0,0
"مرکزی","00","محلات","0-4",1901,1790
"مرکزی","00","محلات","5-9",1740,1701
"مرکزی","00","محلات","10-14",1763,1782
"مرکزی","00","محلات","15-19",2182,2007
"مرکزی","00","محلات","20-24",2989,2834
"مرکزی","00","محلات","25-29",3006,2939
"مرکزی","00","محلات","30-34",2283,2305
"مرکزی","00","محلات","35-39",2054,1945
"مرکزی","00","محلات","40-44",1877,1881
"مرکزی","00","محلات","45-49",1716,1672
"مرکزی","00","محلات","50-54",1506,1334
"مرکزی","00","محلات","55-59",1104,1049
"مرکزی","00","محلات","60-64",692,714
"مرکزی","00","محلات","65-69",570,636
"مرکزی","00","محلات","70-74",570,591
"مرکزی","00","محلات","75-79",533,507
"مرکزی","00","محلات","80-84",314,312
"مرکزی","00","محلات","85-89",181,226
"مرکزی","00","محلات","90-94",63,55
"مرکزی","00","محلات","95-99",8,11
"مرکزی","00","محلات",">100",5,5
"مرکزی","00","محلات","unknown",22,6
"گیلان","01","آستارا","0-4",3514,3443
"گیلان","01","آستارا","5-9",3286,3135
"گیلان","01","آستارا","10-14",3226,3233
"گیلان","01","آستارا","15-19",3561,3814
"گیلان","01","آستارا","20-24",4318,4383
"گیلان","01","آستارا","25-29",4930,5070
"گیلان","01","آستارا","30-34",4200,4216
"گیلان","01","آستارا","35-39",3390,3242
"گیلان","01","آستارا","40-44",3331,2928
"گیلان","01","آستارا","45-49",2503,2438
"گیلان","01","آستارا","50-54",2216,2128
"گیلان","01","آستارا","55-59",1735,1655
"گیلان","01","آستارا","60-64",1139,1154
"گیلان","01","آستارا","65-69",694,763
"گیلان","01","آستارا","70-74",589,554
"گیلان","01","آستارا","75-79",484,503
"گیلان","01","آستارا","80-84",317,295
"گیلان","01","آستارا","85-89",128,150
"گیلان","01","آستارا","90-94",23,28
"گیلان","01","آستارا","95-99",5,26
"گیلان","01","آستارا",">100",1,4
"گیلان","01","آستارا","unknown",3,2
"گیلان","01","آستانه اشرفیه","0-4",2740,2585
"گیلان","01","آستانه اشرفیه","5-9",3001,2820
"گیلان","01","آستانه اشرفیه","10-14",3606,3488
"گیلان","01","آستانه اشرفیه","15-19",4165,3995
"گیلان","01","آستانه اشرفیه","20-24",5013,4891
"گیلان","01","آستانه اشرفیه","25-29",4844,4818
"گیلان","01","آستانه اشرفیه","30-34",4339,4280
"گیلان","01","آستانه اشرفیه","35-39",4120,4212
"گیلان","01","آستانه اشرفیه","40-44",4344,4396
"گیلان","01","آستانه اشرفیه","45-49",3958,3839
"گیلان","01","آستانه اشرفیه","50-54",3019,2984
"گیلان","01","آستانه اشرفیه","55-59",2257,2664
"گیلان","01","آستانه اشرفیه","60-64",1748,1894
"گیلان","01","آستانه اشرفیه","65-69",1636,1829
"گیلان","01","آستانه اشرفیه","70-74",1614,1630
"گیلان","01","آستانه اشرفیه","75-79",1351,1278
"گیلان","01","آستانه اشرفیه","80-84",694,725
"گیلان","01","آستانه اشرفیه","85-89",302,305
"گیلان","01","آستانه اشرفیه","90-94",27,52
"گیلان","01","آستانه اشرفیه","95-99",10,8
"گیلان","01","آستانه اشرفیه",">100",5,36
"گیلان","01","آستانه اشرفیه","unknown",2,2
"گیلان","01","املش","0-4",1065,1082
"گیلان","01","املش","5-9",1143,1124
"گیلان","01","املش","10-14",1453,1502
"گیلان","01","املش","15-19",1962,2039
"گیلان","01","املش","20-24",2182,2088
"گیلان","01","املش","25-29",1958,1959
"گیلان","01","املش","30-34",1726,1858
"گیلان","01","املش","35-39",1545,1700
"گیلان","01","املش","40-44",1819,1861
"گیلان","01","املش","45-49",1448,1513
"گیلان","01","املش","50-54",1281,1361
"گیلان","01","املش","55-59",908,1123
"گیلان","01","املش","60-64",826,1029
"گیلان","01","املش","65-69",617,720
"گیلان","01","املش","70-74",462,540
"گیلان","01","املش","75-79",613,605
"گیلان","01","املش","80-84",424,344
"گیلان","01","املش","85-89",122,190
"گیلان","01","املش","90-94",23,28
"گیلان","01","املش","95-99",5,7
"گیلان","01","املش",">100",3,3
"گیلان","01","املش","unknown",0,0
"گیلان","01","بندرانزلی","0-4",3644,3437
"گیلان","01","بندرانزلی","5-9",3722,3622
"گیلان","01","بندرانزلی","10-14",4288,3987
"گیلان","01","بندرانزلی","15-19",5122,4913
"گیلان","01","بندرانزلی","20-24",6432,6448
"گیلان","01","بندرانزلی","25-29",7370,7361
"گیلان","01","بندرانزلی","30-34",6145,6267
"گیلان","01","بندرانزلی","35-39",4894,5130
"گیلان","01","بندرانزلی","40-44",5340,5345
"گیلان","01","بندرانزلی","45-49",4538,5003
"گیلان","01","بندرانزلی","50-54",4627,4609
"گیلان","01","بندرانزلی","55-59",3511,3917
"گیلان","01","بندرانزلی","60-64",2896,3243
"گیلان","01","بندرانزلی","65-69",2001,2281
"گیلان","01","بندرانزلی","70-74",1526,1659
"گیلان","01","بندرانزلی","75-79",1389,1257
"گیلان","01","بندرانزلی","80-84",642,712
"گیلان","01","بندرانزلی","85-89",259,337
"گیلان","01","بندرانزلی","90-94",37,67
"گیلان","01","بندرانزلی","95-99",4,13
"گیلان","01","بندرانزلی",">100",0,7
"گیلان","01","بندرانزلی","unknown",1,1
"گیلان","01","تالش","0-4",8093,7418
"گیلان","01","تالش","5-9",7662,7363
"گیلان","01","تالش","10-14",7859,7736
"گیلان","01","تالش","15-19",8392,8654
"گیلان","01","تالش","20-24",9642,10080
"گیلان","01","تالش","25-29",10288,10305
"گیلان","01","تالش","30-34",8438,8894
"گیلان","01","تالش","35-39",7228,7028
"گیلان","01","تالش","40-44",6598,6518
"گیلان","01","تالش","45-49",5051,5215
"گیلان","01","تالش","50-54",4357,4570
"گیلان","01","تالش","55-59",3463,3677
"گیلان","01","تالش","60-64",2543,2669
"گیلان","01","تالش","65-69",1598,1640
"گیلان","01","تالش","70-74",1247,1327
"گیلان","01","تالش","75-79",1131,1020
"گیلان","01","تالش","80-84",713,724
"گیلان","01","تالش","85-89",375,284
"گیلان","01","تالش","90-94",30,83
"گیلان","01","تالش","95-99",8,5
"گیلان","01","تالش",">100",3,2
"گیلان","01","تالش","unknown",2,0
"گیلان","01","رشت","0-4",26277,24962
"گیلان","01","رشت","5-9",26765,25620
"گیلان","01","رشت","10-14",31450,30678
"گیلان","01","رشت","15-19",35432,35275
"گیلان","01","رشت","20-24",43251,46107
"گیلان","01","رشت","25-29",48754,49982
"گیلان","01","رشت","30-34",42648,43700
"گیلان","01","رشت","35-39",36838,36742
"گیلان","01","رشت","40-44",37026,36999
"گیلان","01","رشت","45-49",32964,32954
"گیلان","01","رشت","50-54",27673,28456
"گیلان","01","رشت","55-59",22229,21427
"گیلان","01","رشت","60-64",14633,15177
"گیلان","01","رشت","65-69",10038,10770
"گیلان","01","رشت","70-74",8191,9418
"گیلان","01","رشت","75-79",6799,6521
"گیلان","01","رشت","80-84",3744,4139
"گیلان","01","رشت","85-89",1759,2070
"گیلان","01","رشت","90-94",242,352
"گیلان","01","رشت","95-99",46,75
"گیلان","01","رشت",">100",15,39
"گیلان","01","رشت","unknown",103,105
"گیلان","01","رضوانشهر","0-4",2507,2417
"گیلان","01","رضوانشهر","5-9",2501,2319
"گیلان","01","رضوانشهر","10-14",2560,2585
"گیلان","01","رضوانشهر","15-19",2680,2864
"گیلان","01","رضوانشهر","20-24",3229,3313
"گیلان","01","رضوانشهر","25-29",3322,3555
"گیلان","01","رضوانشهر","30-34",3184,3191
"گیلان","01","رضوانشهر","35-39",2381,2466
"گیلان","01","رضوانشهر","40-44",2502,2529
"گیلان","01","رضوانشهر","45-49",1963,1953
"گیلان","01","رضوانشهر","50-54",1683,1751
"گیلان","01","رضوانشهر","55-59",1462,1344
"گیلان","01","رضوانشهر","60-64",956,1138
"گیلان","01","رضوانشهر","65-69",668,693
"گیلان","01","رضوانشهر","70-74",544,512
"گیلان","01","رضوانشهر","75-79",540,530
"گیلان","01","رضوانشهر","80-84",354,347
"گیلان","01","رضوانشهر","85-89",150,159
"گیلان","01","رضوانشهر","90-94",18,22
"گیلان","01","رضوانشهر","95-99",6,7
"گیلان","01","رضوانشهر",">100",1,3
"گیلان","01","رضوانشهر","unknown",0,0
"گیلان","01","رودبار","0-4",3349,3206
"گیلان","01","رودبار","5-9",3344,3096
"گیلان","01","رودبار","10-14",3697,3607
"گیلان","01","رودبار","15-19",5603,5059
"گیلان","01","رودبار","20-24",5593,4899
"گیلان","01","رودبار","25-29",5016,4884
"گیلان","01","رودبار","30-34",3952,4338
"گیلان","01","رودبار","35-39",3706,3773
"گیلان","01","رودبار","40-44",3591,3527
"گیلان","01","رودبار","45-49",2658,2791
"گیلان","01","رودبار","50-54",2365,2576
"گیلان","01","رودبار","55-59",1823,2064
"گیلان","01","رودبار","60-64",1496,1903
"گیلان","01","رودبار","65-69",1090,1324
"گیلان","01","رودبار","70-74",1194,1164
"گیلان","01","رودبار","75-79",1114,1010
"گیلان","01","رودبار","80-84",628,644
"گیلان","01","رودبار","85-89",355,331
"گیلان","01","رودبار","90-94",44,84
"گیلان","01","رودبار","95-99",11,16
"گیلان","01","رودبار",">100",4,13
"گیلان","01","رودبار","unknown",1,0
"گیلان","01","رودسر","0-4",3647,3559
"گیلان","01","رودسر","5-9",3866,3747
"گیلان","01","رودسر","10-14",4753,4463
"گیلان","01","رودسر","15-19",5868,5770
"گیلان","01","رودسر","20-24",6659,6476
"گیلان","01","رودسر","25-29",6537,6538
"گیلان","01","رودسر","30-34",5355,5918
"گیلان","01","رودسر","35-39",5170,5816
"گیلان","01","رودسر","40-44",6128,6265
"گیلان","01","رودسر","45-49",5230,5275
"گیلان","01","رودسر","50-54",4342,4637
"گیلان","01","رودسر","55-59",3775,4083
"گیلان","01","رودسر","60-64",2770,3106
"گیلان","01","رودسر","65-69",1978,2325
"گیلان","01","رودسر","70-74",1816,1920
"گیلان","01","رودسر","75-79",1730,1730
"گیلان","01","رودسر","80-84",1090,1101
"گیلان","01","رودسر","85-89",398,375
"گیلان","01","رودسر","90-94",48,58
"گیلان","01","رودسر","95-99",16,9
"گیلان","01","رودسر",">100",9,5
"گیلان","01","رودسر","unknown",2,3
"گیلان","01","سیاهکل","0-4",1329,1157
"گیلان","01","سیاهکل","5-9",1332,1190
"گیلان","01","سیاهکل","10-14",1645,1630
"گیلان","01","سیاهکل","15-19",2296,2216
"گیلان","01","سیاهکل","20-24",2310,2382
"گیلان","01","سیاهکل","25-29",2095,2163
"گیلان","01","سیاهکل","30-34",1669,1946
"گیلان","01","سیاهکل","35-39",1502,1730
"گیلان","01","سیاهکل","40-44",1607,1691
"گیلان","01","سیاهکل","45-49",1489,1678
"گیلان","01","سیاهکل","50-54",1429,1669
"گیلان","01","سیاهکل","55-59",1099,1130
"گیلان","01","سیاهکل","60-64",734,832
"گیلان","01","سیاهکل","65-69",648,737
"گیلان","01","سیاهکل","70-74",637,701
"گیلان","01","سیاهکل","75-79",624,629
"گیلان","01","سیاهکل","80-84",399,342
"گیلان","01","سیاهکل","85-89",207,159
"گیلان","01","سیاهکل","90-94",23,28
"گیلان","01","سیاهکل","95-99",3,5
"گیلان","01","سیاهکل",">100",2,2
"گیلان","01","سیاهکل","unknown",0,0
"گیلان","01","شفت","0-4",1538,1565
"گیلان","01","شفت","5-9",1640,1601
"گیلان","01","شفت","10-14",1974,1857
"گیلان","01","شفت","15-19",2333,2381
"گیلان","01","شفت","20-24",2811,2499
"گیلان","01","شفت","25-29",2869,2813
"گیلان","01","شفت","30-34",2677,2860
"گیلان","01","شفت","35-39",2292,2475
"گیلان","01","شفت","40-44",2047,2143
"گیلان","01","شفت","45-49",1840,1909
"گیلان","01","شفت","50-54",1650,1895
"گیلان","01","شفت","55-59",1308,1731
"گیلان","01","شفت","60-64",959,1103
"گیلان","01","شفت","65-69",764,870
"گیلان","01","شفت","70-74",734,776
"گیلان","01","شفت","75-79",679,630
"گیلان","01","شفت","80-84",489,460
"گیلان","01","شفت","85-89",148,162
"گیلان","01","شفت","90-94",16,33
"گیلان","01","شفت","95-99",1,3
"گیلان","01","شفت",">100",1,7
"گیلان","01","شفت","unknown",0,0
"گیلان","01","صومعه سرا","0-4",3870,3635
"گیلان","01","صومعه سرا","5-9",4197,3853
"گیلان","01","صومعه سرا","10-14",4670,4477
"گیلان","01","صومعه سرا","15-19",5587,5597
"گیلان","01","صومعه سرا","20-24",5915,6114
"گیلان","01","صومعه سرا","25-29",5973,6088
"گیلان","01","صومعه سرا","30-34",4905,5381
"گیلان","01","صومعه سرا","35-39",4993,5102
"گیلان","01","صومعه سرا","40-44",4816,5138
"گیلان","01","صومعه سرا","45-49",4100,4061
"گیلان","01","صومعه سرا","50-54",3713,3853
"گیلان","01","صومعه سرا","55-59",2908,3236
"گیلان","01","صومعه سرا","60-64",2006,2393
"گیلان","01","صومعه سرا","65-69",1417,1603
"گیلان","01","صومعه سرا","70-74",1477,1619
"گیلان","01","صومعه سرا","75-79",1468,1376
"گیلان","01","صومعه سرا","80-84",622,837
"گیلان","01","صومعه سرا","85-89",273,362
"گیلان","01","صومعه سرا","90-94",24,70
"گیلان","01","صومعه سرا","95-99",2,11
"گیلان","01","صومعه سرا",">100",3,9
"گیلان","01","صومعه سرا","unknown",1,2
"گیلان","01","فومن","0-4",2508,2361
"گیلان","01","فومن","5-9",2822,2737
"گیلان","01","فومن","10-14",3408,3200
"گیلان","01","فومن","15-19",4119,3974
"گیلان","01","فومن","20-24",4331,4238
"گیلان","01","فومن","25-29",4034,4196
"گیلان","01","فومن","30-34",3514,3951
"گیلان","01","فومن","35-39",3317,3809
"گیلان","01","فومن","40-44",3374,3700
"گیلان","01","فومن","45-49",3267,3300
"گیلان","01","فومن","50-54",3049,3126
"گیلان","01","فومن","55-59",2322,2473
"گیلان","01","فومن","60-64",1821,1990
"گیلان","01","فومن","65-69",1073,1225
"گیلان","01","فومن","70-74",1040,1105
"گیلان","01","فومن","75-79",1113,1163
"گیلان","01","فومن","80-84",636,776
"گیلان","01","فومن","85-89",229,321
"گیلان","01","فومن","90-94",32,59
"گیلان","01","فومن","95-99",10,5
"گیلان","01","فومن",">100",2,6
"گیلان","01","فومن","unknown",1,0
"گیلان","01","لاهیجان","0-4",4057,3989
"گیلان","01","لاهیجان","5-9",4598,4399
"گیلان","01","لاهیجان","10-14",5615,5578
"گیلان","01","لاهیجان","15-19",6785,6400
"گیلان","01","لاهیجان","20-24",8212,7876
"گیلان","01","لاهیجان","25-29",8068,7777
"گیلان","01","لاهیجان","30-34",6589,7030
"گیلان","01","لاهیجان","35-39",6478,6683
"گیلان","01","لاهیجان","40-44",6908,6925
"گیلان","01","لاهیجان","45-49",6019,5949
"گیلان","01","لاهیجان","50-54",4895,5179
"گیلان","01","لاهیجان","55-59",3870,4355
"گیلان","01","لاهیجان","60-64",3307,3486
"گیلان","01","لاهیجان","65-69",2669,2877
"گیلان","01","لاهیجان","70-74",2384,2390
"گیلان","01","لاهیجان","75-79",2000,2095
"گیلان","01","لاهیجان","80-84",1037,1126
"گیلان","01","لاهیجان","85-89",515,503
"گیلان","01","لاهیجان","90-94",67,93
"گیلان","01","لاهیجان","95-99",12,17
"گیلان","01","لاهیجان",">100",4,9
"گیلان","01","لاهیجان","unknown",2,2
"گیلان","01","لنگرود","0-4",3555,3440
"گیلان","01","لنگرود","5-9",3660,3734
"گیلان","01","لنگرود","10-14",4691,4421
"گیلان","01","لنگرود","15-19",5434,5439
"گیلان","01","لنگرود","20-24",6688,6658
"گیلان","01","لنگرود","25-29",6560,6378
"گیلان","01","لنگرود","30-34",5301,5528
"گیلان","01","لنگرود","35-39",5477,5561
"گیلان","01","لنگرود","40-44",5676,5866
"گیلان","01","لنگرود","45-49",5405,5281
"گیلان","01","لنگرود","50-54",4170,4201
"گیلان","01","لنگرود","55-59",2953,3281
"گیلان","01","لنگرود","60-64",2371,2591
"گیلان","01","لنگرود","65-69",1984,2152
"گیلان","01","لنگرود","70-74",1592,1746
"گیلان","01","لنگرود","75-79",1412,1546
"گیلان","01","لنگرود","80-84",835,821
"گیلان","01","لنگرود","85-89",365,342
"گیلان","01","لنگرود","90-94",54,67
"گیلان","01","لنگرود","95-99",9,7
"گیلان","01","لنگرود",">100",4,9
"گیلان","01","لنگرود","unknown",1,6
"گیلان","01","ماسال","0-4",1819,1798
"گیلان","01","ماسال","5-9",1846,1796
"گیلان","01","ماسال","10-14",2114,1890
"گیلان","01","ماسال","15-19",2574,2526
"گیلان","01","ماسال","20-24",2454,2721
"گیلان","01","ماسال","25-29",2565,2713
"گیلان","01","ماسال","30-34",2296,2416
"گیلان","01","ماسال","35-39",1673,1973
"گیلان","01","ماسال","40-44",1817,1866
"گیلان","01","ماسال","45-49",1572,1726
